年份,品类,指标,省份,数值,单位,作物类别
2023,薯类,种植面积,山东,1885950.0,亩,粮食作物
2023,薯类,种植面积,河南,3019950.0,亩,粮食作物
2023,薯类,种植面积,湖北,4974450.0,亩,粮食作物
2023,薯类,种植面积,湖南,2840850.0,亩,粮食作物
2023,薯类,种植面积,广西,4046850.0000000005,亩,粮食作物
2023,薯类,种植面积,海南,609450.0,亩,粮食作物
2023,薯类,种植面积,重庆,9801750.0,亩,粮食作物
2023,薯类,种植面积,四川,18087000.0,亩,粮食作物
2023,薯类,种植面积,贵州,13044450.0,亩,粮食作物
2023,薯类,种植面积,云南,9200400.0,亩,粮食作物
2023,薯类,种植面积,西藏,22050.0,亩,粮食作物
2023,薯类,种植面积,陕西,4837500.0,亩,粮食作物
2023,薯类,种植面积,甘肃,8528850.0,亩,粮食作物
2023,薯类,种植面积,青海,1017150.0,亩,粮食作物
2023,薯类,种植面积,宁夏,1161600.0,亩,粮食作物
2023,薯类,种植面积,新疆,366750.0,亩,粮食作物
2023,蚕茧,产量,全国,834000.0,吨,经济作物
2023,谷物,产量,全国,641430100.0,吨,粮食作物
2023,谷物,产量,北京,456200.0,吨,粮食作物
2023,谷物,产量,天津,2527100.0,吨,粮食作物
2023,谷物,产量,河北,36259900.0,吨,粮食作物
2023,谷物,产量,山西,13934100.0,吨,粮食作物
2023,谷物,产量,内蒙古,35720000.0,吨,粮食作物
2023,谷物,产量,吉林,40869700.0,吨,粮食作物
2023,谷物,产量,黑龙江,68370900.0,吨,粮食作物
2023,谷物,产量,上海,1016500.0,吨,粮食作物
2023,谷物,产量,江苏,36955600.0,吨,粮食作物
2023,谷物,产量,浙江,5674600.0,吨,粮食作物
2023,谷物,产量,安徽,40266700.0,吨,粮食作物
2023,谷物,产量,福建,4124200.0,吨,粮食作物
2023,谷物,产量,江西,21019600.0,吨,粮食作物
2023,谷物,产量,山东,54826500.0,吨,粮食作物
2023,谷物,产量,河南,64097600.0,吨,粮食作物
2023,谷物,产量,湖北,26186100.0,吨,粮食作物
2023,谷物,产量,湖南,29198800.0,吨,粮食作物
2023,谷物,产量,广东,11629400.0,吨,粮食作物
2023,谷物,产量,广西,13123599.999999998,吨,粮食作物
2023,谷物,产量,海南,1281200.0,吨,粮食作物
2023,谷物,产量,重庆,7657900.0,吨,粮食作物
2023,谷物,产量,四川,29041600.0,吨,粮食作物
2023,谷物,产量,贵州,7912600.0,吨,粮食作物
2023,谷物,产量,云南,16286000.0,吨,粮食作物
2023,谷物,产量,陕西,11665200.0,吨,粮食作物
2023,谷物,产量,甘肃,10143100.0,吨,粮食作物
2023,谷物,产量,青海,827400.0,吨,粮食作物
2023,谷物,产量,宁夏,3450500.0,吨,粮食作物
2023,谷物,产量,新疆,20729500.0,吨,粮食作物
2023,谷物,种植面积,全国,1498895400.0,亩,粮食作物
2023,谷物,种植面积,北京,1243950.0,亩,粮食作物
2023,谷物,种植面积,天津,5729400.0,亩,粮食作物
2023,谷物,种植面积,河北,91249650.0,亩,粮食作物
2023,谷物,种植面积,山西,42469350.0,亩,粮食作物
2023,谷物,种植面积,内蒙古,81269100.0,亩,粮食作物
2023,谷物,种植面积,辽宁,50936550.0,亩,粮食作物
2023,谷物,种植面积,吉林,81379200.0,亩,粮食作物
2023,谷物,种植面积,黑龙江,146439600.0,亩,粮食作物
2023,谷物,种植面积,上海,1896900.0,亩,粮食作物
2023,谷物,种植面积,江苏,77026050.0,亩,粮食作物
2023,谷物,种植面积,浙江,12576600.0,亩,粮食作物
2023,谷物,种植面积,安徽,98915550.0,亩,粮食作物
2023,谷物,种植面积,福建,9617550.0,亩,粮食作物
2023,谷物,种植面积,山东,120392550.0,亩,粮食作物
2023,谷物,种植面积,河南,152714250.0,亩,粮食作物
2023,谷物,种植面积,湖北,61552949.99999999,亩,粮食作物
2023,谷物,种植面积,湖南,65938950.00000001,亩,粮食作物
2023,谷物,种植面积,广东,29453400.0,亩,粮食作物
2023,谷物,种植面积,广西,35944800.0,亩,粮食作物
2023,谷物,种植面积,海南,3430200.0,亩,粮食作物
2023,谷物,种植面积,重庆,17236650.0,亩,粮食作物
2023,谷物,种植面积,四川,67097550.0,亩,粮食作物
2023,谷物,种植面积,贵州,23024250.0,亩,粮食作物
2023,谷物,种植面积,云南,46899450.0,亩,粮食作物
2023,谷物,种植面积,西藏,2826000.0,亩,粮食作物
2023,谷物,种植面积,陕西,37160100.0,亩,粮食作物
2023,谷物,种植面积,甘肃,29785800.0,亩,粮食作物
2023,谷物,种植面积,青海,3340050.0,亩,粮食作物
2023,谷物,种植面积,宁夏,8795700.0,亩,粮食作物
2023,谷物,种植面积,新疆,40596900.0,亩,粮食作物
2023,豆类,产量,全国,23841000.0,吨,粮食作物
2023,豆类,产量,北京,9800.0,吨,粮食作物
2023,豆类,产量,河北,298100.0,吨,粮食作物
2023,豆类,产量,山西,243100.0,吨,粮食作物
2023,豆类,产量,内蒙古,2557200.0,吨,粮食作物
2023,豆类,产量,辽宁,290000.0,吨,粮食作物
2023,豆类,产量,吉林,815900.0,吨,粮食作物
2023,豆类,产量,黑龙江,9364100.0,吨,粮食作物
2023,豆类,产量,上海,1400.0000000000002,吨,粮食作物
2023,豆类,产量,江苏,797900.0000000001,吨,粮食作物
2023,豆类,产量,浙江,287600.0,吨,粮食作物
2023,豆类,产量,安徽,1036800.0000000001,吨,粮食作物
2023,豆类,产量,福建,124700.0,吨,粮食作物
2023,豆类,产量,江西,373900.0,吨,粮食作物
2023,豆类,产量,山东,649500.0,吨,粮食作物
2023,豆类,产量,河南,959000.0,吨,粮食作物
2023,豆类,产量,湖北,473800.0,吨,粮食作物
2023,豆类,产量,湖南,474799.99999999994,吨,粮食作物
2023,豆类,产量,广东,123699.99999999999,吨,粮食作物
2023,豆类,产量,广西,277600.0,吨,粮食作物
2023,豆类,产量,海南,9300.0,吨,粮食作物
2023,豆类,产量,四川,1630900.0,吨,粮食作物
2023,豆类,产量,贵州,455900.00000000006,吨,粮食作物
2023,豆类,产量,云南,1041300.0,吨,粮食作物
2023,豆类,产量,西藏,10700.0,吨,粮食作物
2023,豆类,产量,陕西,387800.0,吨,粮食作物
2023,豆类,产量,甘肃,364900.0,吨,粮食作物
2023,豆类,产量,青海,36700.0,吨,粮食作物
2023,豆类,产量,宁夏,37600.0,吨,粮食作物
2023,豆类,产量,新疆,229400.0,吨,粮食作物
2023,豆类,种植面积,全国,179912400.0,亩,粮食作物
2023,豆类,种植面积,北京,67050.0,亩,粮食作物
2023,豆类,种植面积,天津,87300.0,亩,粮食作物
2023,豆类,种植面积,河北,2083500.0,亩,粮食作物
2023,豆类,种植面积,山西,2254050.0,亩,粮食作物
2023,豆类,种植面积,内蒙古,19791300.0,亩,粮食作物
2023,豆类,种植面积,辽宁,1927800.0000000002,亩,粮食作物
2023,豆类,种植面积,吉林,5584200.0,亩,粮食作物
2023,豆类,种植面积,黑龙江,74261100.0,亩,粮食作物
2023,豆类,种植面积,上海,9150.0,亩,粮食作物
2023,豆类,种植面积,浙江,1603950.0,亩,粮食作物
2023,豆类,种植面积,安徽,10129650.0,亩,粮食作物
2023,豆类,种植面积,福建,654750.0,亩,粮食作物
2023,豆类,种植面积,江西,2335500.0,亩,粮食作物
2023,豆类,种植面积,山东,3540000.0,亩,粮食作物
2023,豆类,种植面积,河南,6045150.0,亩,粮食作物
2023,豆类,种植面积,湖北,4077150.0,亩,粮食作物
2023,豆类,种植面积,湖南,2672550.0,亩,粮食作物
2023,豆类,种植面积,广东,684000.0,亩,粮食作物
2023,豆类,种植面积,广西,2529150.0,亩,粮食作物
2023,豆类,种植面积,海南,64200.00000000001,亩,粮食作物
2023,豆类,种植面积,重庆,3350400.0,亩,粮食作物
2023,豆类,种植面积,四川,10875000.0,亩,粮食作物
2023,豆类,种植面积,贵州,5538300.0,亩,粮食作物
2023,豆类,种植面积,云南,7548450.0,亩,粮食作物
2023,豆类,种植面积,西藏,70650.0,亩,粮食作物
2023,豆类,种植面积,陕西,3346950.0,亩,粮食作物
2023,豆类,种植面积,甘肃,2349450.0,亩,粮食作物
2023,豆类,种植面积,青海,216300.0,亩,粮食作物
2023,豆类,种植面积,新疆,1407750.0,亩,粮食作物
2023,青茶,产量,全国,359000.0,吨,经济作物
2023,青茶,产量,福建,283000.0,吨,经济作物
2023,青茶,产量,江西,1000.0,吨,经济作物
2023,青茶,产量,湖北,1000.0,吨,经济作物
2023,青茶,产量,湖南,1000.0,吨,经济作物
2023,青茶,产量,广东,66000.0,吨,经济作物
2023,青茶,产量,广西,1000.0,吨,经济作物
2023,青茶,产量,四川,5000.0,吨,经济作物
2023,青茶,产量,云南,1000.0,吨,经济作物
2023,香蕉,产量,全国,11703000.0,吨,经济作物
2023,香蕉,产量,全国,11702800.0,吨,经济作物
2023,香蕉,产量,山西,1.3,吨,经济作物
2023,香蕉,产量,福建,508000.0,吨,经济作物
2023,香蕉,产量,福建,508300.0,吨,经济作物
2023,香蕉,产量,广东,4783000.0,吨,经济作物
2023,香蕉,产量,广东,4783400.0,吨,经济作物
2023,香蕉,产量,广西,3019700.0000000005,吨,经济作物
2023,香蕉,产量,海南,1177200.0,吨,经济作物
2023,香蕉,产量,海南,1177000.0,吨,经济作物
2023,香蕉,产量,重庆,1000.0,吨,经济作物
2023,香蕉,产量,重庆,1500.0,吨,经济作物
2023,香蕉,产量,四川,36000.0,吨,经济作物
2023,香蕉,产量,四川,35700.0,吨,经济作物
2023,香蕉,产量,贵州,91100.0,吨,经济作物
2023,香蕉,产量,贵州,91000.0,吨,经济作物
2023,香蕉,产量,云南,2085000.0,吨,经济作物
2023,香蕉,产量,云南,2085400.0,吨,经济作物
2023,香蕉,产量,西藏,0.05,吨,经济作物
2023,香蕉园,种植面积,全国,4812000.0,亩,经济作物
2023,香蕉园,种植面积,福建,189000.0,亩,经济作物
2023,香蕉园,种植面积,广东,1594500.0,亩,经济作物
2023,香蕉园,种植面积,广西,1192500.0,亩,经济作物
2023,香蕉园,种植面积,海南,528000.0,亩,经济作物
2023,香蕉园,种植面积,重庆,1500.0,亩,经济作物
2023,香蕉园,种植面积,四川,30000.0,亩,经济作物
2023,香蕉园,种植面积,贵州,139500.0,亩,经济作物
2023,马铃薯,产量,天津,1000.0,吨,粮食作物
2023,马铃薯,产量,河北,1111000.0,吨,粮食作物
2023,马铃薯,产量,山西,529000.0,吨,粮食作物
2023,马铃薯,产量,内蒙古,1298000.0,吨,粮食作物
2023,马铃薯,产量,辽宁,149000.0,吨,粮食作物
2023,马铃薯,产量,吉林,164000.0,吨,粮食作物
2023,马铃薯,产量,黑龙江,147000.0,吨,粮食作物
2023,马铃薯,产量,浙江,110100.0,吨,粮食作物
2023,马铃薯,产量,安徽,16000.0,吨,粮食作物
2023,马铃薯,产量,福建,212800.0,吨,粮食作物
2023,马铃薯,产量,江西,144000.0,吨,粮食作物
2023,马铃薯,产量,湖北,812000.0,吨,粮食作物
2023,马铃薯,产量,湖南,309000.0,吨,粮食作物
2023,马铃薯,产量,广东,213000.0,吨,粮食作物
2023,马铃薯,产量,广西,130000.0,吨,粮食作物
2023,马铃薯,产量,重庆,1218000.0,吨,粮食作物
2023,马铃薯,产量,四川,2927000.0,吨,粮食作物
2023,马铃薯,产量,贵州,2316300.0,吨,粮食作物
2023,马铃薯,产量,云南,2192000.0,吨,粮食作物
2023,马铃薯,产量,陕西,1020000.0,吨,粮食作物
2023,马铃薯,产量,甘肃,2221000.0,吨,粮食作物
2023,马铃薯,产量,青海,298000.0,吨,粮食作物
2023,马铃薯,产量,宁夏,299900.0,吨,粮食作物
2023,马铃薯,产量,新疆,196000.0,吨,粮食作物
2023,马铃薯,种植面积,浙江,400350.0,亩,粮食作物
2023,马铃薯,种植面积,福建,737400.0,亩,粮食作物
2023,马铃薯,种植面积,贵州,10599300.0,亩,粮食作物
2023,马铃薯,种植面积,甘肃,8535000.0,亩,粮食作物
2023,马铃薯,种植面积,宁夏,1161600.0,亩,粮食作物
2023,麻类,产量,全国,163200.0,吨,经济作物
2023,麻类,产量,河北,200.0,吨,经济作物
2023,麻类,产量,内蒙古,5200.0,吨,经济作物
2023,麻类,产量,黑龙江,67300.0,吨,经济作物
2023,麻类,产量,江苏,500.0,吨,经济作物
2023,麻类,产量,安徽,7900.0,吨,经济作物
2023,麻类,产量,江西,4100.0,吨,经济作物
2023,麻类,产量,河南,3300.0,吨,经济作物
2023,麻类,产量,湖北,7700.0,吨,经济作物
2023,麻类,产量,湖南,3700.0,吨,经济作物
2023,麻类,产量,广东,200.0,吨,经济作物
2023,麻类,产量,广西,6600.0,吨,经济作物
2023,麻类,产量,重庆,2900.0,吨,经济作物
2023,麻类,产量,四川,35300.0,吨,经济作物
2023,麻类,产量,贵州,100.0,吨,经济作物
2023,麻类,产量,云南,200.0,吨,经济作物
2023,麻类,产量,陕西,300.0,吨,经济作物
2023,麻类,产量,甘肃,800.0,吨,经济作物
2023,麻类,产量,新疆,17000.0,吨,经济作物
2023,麻类,种植面积,全国,738300.0,亩,经济作物
2023,麻类,种植面积,河北,1950.0,亩,经济作物
2023,麻类,种植面积,山西,150.0,亩,经济作物
2023,麻类,种植面积,内蒙古,28500.0,亩,经济作物
2023,麻类,种植面积,黑龙江,150150.0,亩,经济作物
2023,麻类,种植面积,江苏,2700.0,亩,经济作物
2023,麻类,种植面积,安徽,27000.0,亩,经济作物
2023,麻类,种植面积,江西,35850.0,亩,经济作物
2023,麻类,种植面积,山东,150.0,亩,经济作物
2023,麻类,种植面积,河南,10650.0,亩,经济作物
2023,麻类,种植面积,湖北,45150.0,亩,经济作物
2023,麻类,种植面积,湖南,23100.0,亩,经济作物
2023,麻类,种植面积,广东,750.0,亩,经济作物
2023,麻类,种植面积,广西,30900.0,亩,经济作物
2023,麻类,种植面积,重庆,23850.0,亩,经济作物
2023,麻类,种植面积,四川,291600.0,亩,经济作物
2023,麻类,种植面积,贵州,750.0,亩,经济作物
2023,麻类,种植面积,云南,1350.0,亩,经济作物
2023,麻类,种植面积,陕西,2700.0,亩,经济作物
2023,麻类,种植面积,甘肃,5400.0,亩,经济作物
2023,麻类,种植面积,新疆,55800.0,亩,经济作物
2023,黄红麻,产量,全国,12200.0,吨,经济作物
2023,黄红麻,产量,安徽,2000.0,吨,经济作物
2023,黄红麻,产量,广东,200.0,吨,经济作物
2023,黄红麻,产量,广西,6000.0,吨,经济作物
2023,黄红麻,种植面积,全国,54000.0,亩,经济作物
2023,黄红麻,种植面积,安徽,9000.0,亩,经济作物
2023,黄红麻,种植面积,河南,10500.0,亩,经济作物
2023,黄红麻,种植面积,湖南,1500.0,亩,经济作物
2023,黄红麻,种植面积,广东,750.0,亩,经济作物
2023,黄红麻,种植面积,广西,30000.0,亩,经济作物
2023,黄红麻,种植面积,四川,1500.0,亩,经济作物
2023,黑茶,产量,全国,238000.0,吨,经济作物
2023,黑茶,产量,浙江,1000.0,吨,经济作物
2023,黑茶,产量,湖北,81000.0,吨,经济作物
2023,黑茶,产量,湖南,105000.0,吨,经济作物
2023,黑茶,产量,广西,15000.0,吨,经济作物
2023,黑茶,产量,四川,29000.0,吨,经济作物
2023,黑茶,产量,贵州,4000.0,吨,经济作物
2023,黑茶,产量,陕西,5000.0,吨,经济作物
