年份,品类,指标,省份,数值,单位,作物类别
2023,油料,产量,湖南,2931500.0,吨,经济作物
2023,油料,产量,广东,1210100.0,吨,经济作物
2023,油料,产量,广西,807500.0,吨,经济作物
2023,油料,产量,海南,79300.0,吨,经济作物
2023,油料,产量,重庆,774599.9999999999,吨,经济作物
2023,油料,产量,四川,4386400.0,吨,经济作物
2023,油料,产量,贵州,1109700.0,吨,经济作物
2023,油料,产量,云南,684500.0,吨,经济作物
2023,油料,产量,西藏,50100.0,吨,经济作物
2023,油料,产量,陕西,606300.0,吨,经济作物
2023,油料,产量,甘肃,631000.0,吨,经济作物
2023,油料,产量,青海,320500.0,吨,经济作物
2023,油料,产量,宁夏,46100.0,吨,经济作物
2023,油料,产量,新疆,431900.0,吨,经济作物
2023,油料,种植面积,北京,53100.0,亩,经济作物
2023,油料,种植面积,天津,23250.0,亩,经济作物
2023,油料,种植面积,河北,5150850.0,亩,经济作物
2023,油料,种植面积,山西,1469400.0,亩,经济作物
2023,油料,种植面积,内蒙古,12513300.0,亩,经济作物
2023,油料,种植面积,辽宁,4803150.0,亩,经济作物
2023,油料,种植面积,吉林,3561450.0,亩,经济作物
2023,油料,种植面积,黑龙江,684450.0,亩,经济作物
2023,油料,种植面积,上海,34950.0,亩,经济作物
2023,油料,种植面积,江苏,4673100.0,亩,经济作物
2023,油料,种植面积,浙江,2406600.0,亩,经济作物
2023,油料,种植面积,安徽,9651900.0,亩,经济作物
2023,油料,种植面积,福建,1273650.0,亩,经济作物
2023,油料,种植面积,江西,12123600.0,亩,经济作物
2023,油料,种植面积,山东,9416550.0,亩,经济作物
2023,油料,种植面积,河南,24153750.0,亩,经济作物
2023,油料,种植面积,湖北,23510250.0,亩,经济作物
2023,油料,种植面积,湖南,24222450.0,亩,经济作物
2023,油料,种植面积,广东,5431500.0,亩,经济作物
2023,油料,种植面积,海南,462450.0,亩,经济作物
2023,油料,种植面积,重庆,5641950.0,亩,经济作物
2023,油料,种植面积,四川,25934100.0,亩,经济作物
2023,油料,种植面积,贵州,9101100.0,亩,经济作物
2023,油料,种植面积,云南,5082600.0,亩,经济作物
2023,油料,种植面积,西藏,293250.0,亩,经济作物
2023,油料,种植面积,陕西,4029000.0000000005,亩,经济作物
2023,油料,种植面积,甘肃,4164150.0,亩,经济作物
2023,油料,种植面积,青海,2208000.0,亩,经济作物
2023,油料,种植面积,宁夏,451950.0,亩,经济作物
2023,油料,种植面积,新疆,2072099.9999999998,亩,经济作物
2023,油菜籽,产量,全国,16317400.0,吨,经济作物
2023,油菜籽,产量,天津,1300.0,吨,经济作物
2023,油菜籽,产量,河北,63300.0,吨,经济作物
2023,油菜籽,产量,山西,29000.0,吨,经济作物
2023,油菜籽,产量,内蒙古,377800.0,吨,经济作物
2023,油菜籽,产量,辽宁,300.0,吨,经济作物
2023,油菜籽,产量,黑龙江,200.0,吨,经济作物
2023,油菜籽,产量,上海,6100.0,吨,经济作物
2023,油菜籽,产量,浙江,294300.0,吨,经济作物
2023,油菜籽,产量,安徽,1105900.0,吨,经济作物
2023,油菜籽,产量,福建,13200.0,吨,经济作物
2023,油菜籽,产量,江西,862900.0000000001,吨,经济作物
2023,油菜籽,产量,山东,23300.0,吨,经济作物
2023,油菜籽,产量,河南,457800.0,吨,经济作物
2023,油菜籽,产量,湖北,2860899.9999999995,吨,经济作物
2023,油菜籽,产量,湖南,2587600.0,吨,经济作物
2023,油菜籽,产量,广东,7700.0,吨,经济作物
2023,油菜籽,产量,广西,41200.0,吨,经济作物
2023,油菜籽,产量,重庆,606800.0,吨,经济作物
2023,油菜籽,产量,四川,3543900.0,吨,经济作物
2023,油菜籽,产量,贵州,994000.0,吨,经济作物
2023,油菜籽,产量,云南,578000.0,吨,经济作物
2023,油菜籽,产量,西藏,50000.0,吨,经济作物
2023,油菜籽,产量,陕西,400700.0,吨,经济作物
2023,油菜籽,产量,甘肃,376500.0,吨,经济作物
2023,油菜籽,产量,青海,319200.0,吨,经济作物
2023,油菜籽,产量,宁夏,10800.0,吨,经济作物
2023,油菜籽,种植面积,全国,117068250.0,亩,经济作物
2023,油菜籽,种植面积,天津,10200.0,亩,经济作物
2023,油菜籽,种植面积,河北,544500.0,亩,经济作物
2023,油菜籽,种植面积,山西,287700.0,亩,经济作物
2023,油菜籽,种植面积,内蒙古,3953699.9999999995,亩,经济作物
2023,油菜籽,种植面积,辽宁,2850.0,亩,经济作物
2023,油菜籽,种植面积,黑龙江,1650.0,亩,经济作物
2023,油菜籽,种植面积,上海,33000.0,亩,经济作物
2023,油菜籽,种植面积,江苏,3133350.0,亩,经济作物
2023,油菜籽,种植面积,浙江,2069400.0000000002,亩,经济作物
2023,油菜籽,种植面积,安徽,7046250.0,亩,经济作物
2023,油菜籽,种植面积,福建,135900.0,亩,经济作物
2023,油菜籽,种植面积,江西,8891550.0,亩,经济作物
2023,油菜籽,种植面积,山东,133800.0,亩,经济作物
2023,油菜籽,种植面积,河南,2913000.0,亩,经济作物
2023,油菜籽,种植面积,湖北,18334500.0,亩,经济作物
2023,油菜籽,种植面积,湖南,22220700.0,亩,经济作物
2023,油菜籽,种植面积,广东,76500.0,亩,经济作物
2023,油菜籽,种植面积,重庆,4467300.0,亩,经济作物
2023,油菜籽,种植面积,四川,21207750.0,亩,经济作物
2023,油菜籽,种植面积,贵州,8389500.0,亩,经济作物
2023,油菜籽,种植面积,云南,4247100.0,亩,经济作物
2023,油菜籽,种植面积,西藏,292800.0,亩,经济作物
2023,油菜籽,种植面积,陕西,2760450.0,亩,经济作物
2023,油菜籽,种植面积,甘肃,2410500.0,亩,经济作物
2023,油菜籽,种植面积,青海,2193600.0,亩,经济作物
2023,油菜籽,种植面积,宁夏,149850.0,亩,经济作物
2023,油菜籽,种植面积,新疆,498899.99999999994,亩,经济作物
2023,烟叶,产量,全国,2296700.0,吨,经济作物
2023,烟叶,产量,河北,3900.0,吨,经济作物
2023,烟叶,产量,山西,4700.0,吨,经济作物
2023,烟叶,产量,内蒙古,3500.0,吨,经济作物
2023,烟叶,产量,辽宁,11700.0,吨,经济作物
2023,烟叶,产量,吉林,21100.0,吨,经济作物
2023,烟叶,产量,黑龙江,27000.0,吨,经济作物
2023,烟叶,产量,浙江,900.0,吨,经济作物
2023,烟叶,产量,福建,134700.0,吨,经济作物
2023,烟叶,产量,江西,28600.0,吨,经济作物
2023,烟叶,产量,山东,55199.99999999999,吨,经济作物
2023,烟叶,产量,河南,195100.00000000003,吨,经济作物
2023,烟叶,产量,湖北,79700.0,吨,经济作物
2023,烟叶,产量,湖南,218400.0,吨,经济作物
2023,烟叶,产量,广东,37400.0,吨,经济作物
2023,烟叶,产量,广西,23700.0,吨,经济作物
2023,烟叶,产量,海南,400.0,吨,经济作物
2023,烟叶,产量,重庆,56900.00000000001,吨,经济作物
2023,烟叶,产量,四川,172700.0,吨,经济作物
2023,烟叶,产量,贵州,238200.0,吨,经济作物
2023,烟叶,产量,云南,895600.0,吨,经济作物
2023,烟叶,产量,陕西,58700.0,吨,经济作物
2023,烟叶,产量,甘肃,5600.000000000001,吨,经济作物
2023,烟叶,产量,宁夏,500.0,吨,经济作物
2023,烟叶,种植面积,全国,16261349.999999998,亩,经济作物
2023,烟叶,种植面积,河北,21450.0,亩,经济作物
2023,烟叶,种植面积,内蒙古,14100.0,亩,经济作物
2023,烟叶,种植面积,辽宁,60150.0,亩,经济作物
2023,烟叶,种植面积,吉林,117750.0,亩,经济作物
2023,烟叶,种植面积,黑龙江,148500.0,亩,经济作物
2023,烟叶,种植面积,浙江,5550.0,亩,经济作物
2023,烟叶,种植面积,安徽,147750.0,亩,经济作物
2023,烟叶,种植面积,福建,944250.0,亩,经济作物
2023,烟叶,种植面积,江西,205650.0,亩,经济作物
2023,烟叶,种植面积,山东,309600.0,亩,经济作物
2023,烟叶,种植面积,河南,1097850.0,亩,经济作物
2023,烟叶,种植面积,湖北,617700.0,亩,经济作物
2023,烟叶,种植面积,湖南,1585350.0,亩,经济作物
2023,烟叶,种植面积,广东,226500.0,亩,经济作物
2023,烟叶,种植面积,广西,178200.0,亩,经济作物
2023,烟叶,种植面积,海南,4950.0,亩,经济作物
2023,烟叶,种植面积,重庆,435900.0,亩,经济作物
2023,烟叶,种植面积,四川,1194900.0,亩,经济作物
2023,烟叶,种植面积,贵州,2133450.0,亩,经济作物
2023,烟叶,种植面积,云南,6391650.0,亩,经济作物
2023,烟叶,种植面积,甘肃,24900.0,亩,经济作物
2023,烟叶,种植面积,宁夏,3600.0,亩,经济作物
2023,烤烟,产量,全国,2191200.0,吨,经济作物
2023,烤烟,产量,河北,1400.0000000000002,吨,经济作物
2023,烤烟,产量,山西,4500.0,吨,经济作物
2023,烤烟,产量,内蒙古,2300.0,吨,经济作物
2023,烤烟,产量,辽宁,8100.000000000001,吨,经济作物
2023,烤烟,产量,吉林,9600.0,吨,经济作物
2023,烤烟,产量,黑龙江,25400.0,吨,经济作物
2023,烤烟,产量,安徽,22200.000000000004,吨,经济作物
2023,烤烟,产量,福建,134300.0,吨,经济作物
2023,烤烟,产量,江西,28400.0,吨,经济作物
2023,烤烟,产量,山东,55100.0,吨,经济作物
2023,烤烟,产量,河南,190400.0,吨,经济作物
2023,烤烟,产量,湖北,67300.0,吨,经济作物
2023,烤烟,产量,湖南,216900.0,吨,经济作物
2023,烤烟,产量,广东,35000.0,吨,经济作物
2023,烤烟,产量,广西,20700.0,吨,经济作物
2023,烤烟,产量,海南,400.0,吨,经济作物
2023,烤烟,产量,四川,156900.0,吨,经济作物
2023,烤烟,产量,贵州,229899.99999999997,吨,经济作物
2023,烤烟,产量,云南,870800.0,吨,经济作物
2023,烤烟,产量,陕西,58000.0,吨,经济作物
2023,烤烟,产量,甘肃,5400.0,吨,经济作物
2023,烤烟,产量,宁夏,500.0,吨,经济作物
2023,烤烟,种植面积,全国,15644100.0,亩,经济作物
2023,烤烟,种植面积,河北,7500.0,亩,经济作物
2023,烤烟,种植面积,山西,22800.0,亩,经济作物
2023,烤烟,种植面积,内蒙古,8100.000000000001,亩,经济作物
2023,烤烟,种植面积,辽宁,43050.0,亩,经济作物
2023,烤烟,种植面积,吉林,61650.00000000001,亩,经济作物
2023,烤烟,种植面积,黑龙江,139800.0,亩,经济作物
2023,烤烟,种植面积,安徽,146850.0,亩,经济作物
2023,烤烟,种植面积,福建,942000.0,亩,经济作物
2023,烤烟,种植面积,江西,204300.0,亩,经济作物
2023,烤烟,种植面积,山东,309150.0,亩,经济作物
2023,烤烟,种植面积,河南,1074900.0,亩,经济作物
2023,烤烟,种植面积,湖北,543150.0,亩,经济作物
2023,烤烟,种植面积,广东,213150.0,亩,经济作物
2023,烤烟,种植面积,广西,157800.0,亩,经济作物
2023,烤烟,种植面积,海南,4950.0,亩,经济作物
2023,烤烟,种植面积,重庆,376800.0,亩,经济作物
2023,烤烟,种植面积,四川,1115700.0,亩,经济作物
2023,烤烟,种植面积,贵州,2064000.0,亩,经济作物
2023,烤烟,种植面积,云南,6239100.0,亩,经济作物
2023,烤烟,种植面积,陕西,366450.0,亩,经济作物
2023,烤烟,种植面积,甘肃,24300.0,亩,经济作物
2023,烤烟,种植面积,宁夏,3600.0,亩,经济作物
2023,玉米,产量,全国,288842300.0,吨,粮食作物
2023,玉米,产量,北京,316200.0,吨,粮食作物
2023,玉米,产量,天津,1206800.0,吨,粮食作物
2023,玉米,产量,河北,20142800.0,吨,粮食作物
2023,玉米,产量,山西,10351400.000000002,吨,粮食作物
2023,玉米,产量,内蒙古,31795600.0,吨,粮食作物
2023,玉米,产量,辽宁,20574200.0,吨,粮食作物
2023,玉米,产量,吉林,33762900.0,吨,粮食作物
2023,玉米,产量,黑龙江,43789600.0,吨,粮食作物
2023,玉米,产量,江苏,2988500.0,吨,粮食作物
2023,玉米,产量,浙江,121600.0,吨,粮食作物
2023,玉米,产量,安徽,6650500.0,吨,粮食作物
2023,玉米,产量,福建,163400.0,吨,粮食作物
2023,玉米,产量,江西,264600.0,吨,粮食作物
2023,玉米,产量,山东,27100700.0,吨,粮食作物
2023,玉米,产量,河南,23657000.0,吨,粮食作物
2023,玉米,产量,湖北,3182000.0,吨,粮食作物
2023,玉米,产量,湖南,2398500.0,吨,粮食作物
2023,玉米,产量,广东,654700.0,吨,粮食作物
2023,玉米,产量,广西,2781800.0,吨,粮食作物
2023,玉米,产量,重庆,2585800.0,吨,粮食作物
2023,玉米,产量,四川,10972100.0,吨,粮食作物
2023,玉米,产量,贵州,3434200.0,吨,粮食作物
2023,玉米,产量,云南,10492600.0,吨,粮食作物
2023,玉米,产量,西藏,30600.0,吨,粮食作物
2023,玉米,产量,陕西,6378099.999999999,吨,粮食作物
2023,玉米,产量,甘肃,6725900.0,吨,粮食作物
2023,玉米,产量,青海,152400.0,吨,粮食作物
2023,玉米,产量,新疆,13214200.0,吨,粮食作物
2023,玉米,种植面积,全国,663284100.0,亩,粮食作物
2023,玉米,种植面积,北京,842100.0,亩,粮食作物
2023,玉米,种植面积,天津,2913300.0,亩,粮食作物
2023,玉米,种植面积,河北,51633600.0,亩,粮食作物
2023,玉米,种植面积,山西,27633150.0,亩,粮食作物
2023,玉米,种植面积,内蒙古,64203750.0,亩,粮食作物
2023,玉米,种植面积,辽宁,42059100.0,亩,粮食作物
2023,玉米,种植面积,吉林,68164500.0,亩,粮食作物
2023,玉米,种植面积,黑龙江,96775650.0,亩,粮食作物
2023,玉米,种植面积,上海,10350.0,亩,粮食作物
2023,玉米,种植面积,江苏,7324650.0,亩,粮食作物
2023,玉米,种植面积,浙江,419850.0,亩,粮食作物
2023,玉米,种植面积,安徽,18144150.0,亩,粮食作物
2023,玉米,种植面积,福建,541350.0,亩,粮食作物
2023,玉米,种植面积,江西,909000.0,亩,粮食作物
2023,玉米,种植面积,山东,58215900.0,亩,粮食作物
2023,玉米,种植面积,河南,57965550.0,亩,粮食作物
2023,玉米,种植面积,湖北,11479500.0,亩,粮食作物
2023,玉米,种植面积,广东,2010450.0,亩,粮食作物
2023,玉米,种植面积,广西,9247800.0,亩,粮食作物
2023,玉米,种植面积,重庆,6728400.0,亩,粮食作物
2023,玉米,种植面积,四川,27990000.0,亩,粮食作物
2023,玉米,种植面积,贵州,10306800.0,亩,粮食作物
2023,玉米,种植面积,云南,29155200.0,亩,粮食作物
2023,玉米,种植面积,西藏,73650.0,亩,粮食作物
2023,玉米,种植面积,陕西,18184950.0,亩,粮食作物
2023,玉米,种植面积,甘肃,16487550.000000002,亩,粮食作物
2023,玉米,种植面积,青海,341550.0,亩,粮食作物
2023,玉米,种植面积,宁夏,5853000.0,亩,粮食作物
2023,玉米,种植面积,新疆,21564900.0,亩,粮食作物
2023,瓜果类,种植面积,浙江,1243500.0,亩,经济作物
2023,瓜果类,种植面积,河南,4287450.0,亩,经济作物
2023,瓜果类,种植面积,广东,657750.0,亩,经济作物
2023,甘蔗,产量,全国,104565500.0,吨,经济作物
2023,甘蔗,产量,上海,1100.0,吨,经济作物
2023,甘蔗,产量,江苏,35500.0,吨,经济作物
2023,甘蔗,产量,浙江,376599.99999999994,吨,经济作物
2023,甘蔗,产量,福建,285000.0,吨,经济作物
2023,甘蔗,产量,江西,613800.0,吨,经济作物
2023,甘蔗,产量,河南,79600.0,吨,经济作物
2023,甘蔗,产量,湖北,264600.0,吨,经济作物
2023,甘蔗,产量,湖南,349500.0,吨,经济作物
2023,甘蔗,产量,广东,12710800.0,吨,经济作物
2023,甘蔗,产量,广西,72232100.0,吨,经济作物
2023,甘蔗,产量,海南,865200.0,吨,经济作物
2023,甘蔗,产量,重庆,83900.0,吨,经济作物
2023,甘蔗,产量,四川,392299.99999999994,吨,经济作物
2023,甘蔗,产量,贵州,346599.99999999994,吨,经济作物
2023,甘蔗,产量,云南,15868900.000000002,吨,经济作物
2023,甘蔗,产量,陕西,2300.0,吨,经济作物
2023,甘蔗,种植面积,全国,18976950.0,亩,经济作物
2023,甘蔗,种植面积,上海,450.0,亩,经济作物
2023,甘蔗,种植面积,江苏,8550.0,亩,经济作物
2023,甘蔗,种植面积,浙江,89250.0,亩,经济作物
2023,甘蔗,种植面积,安徽,18900.0,亩,经济作物
2023,甘蔗,种植面积,福建,76500.0,亩,经济作物
2023,甘蔗,种植面积,河南,16500.0,亩,经济作物
2023,甘蔗,种植面积,湖北,94500.0,亩,经济作物
2023,甘蔗,种植面积,湖南,113250.0,亩,经济作物
2023,甘蔗,种植面积,广东,2138100.0,亩,经济作物
2023,甘蔗,种植面积,广西,12526350.0,亩,经济作物
2023,甘蔗,种植面积,海南,199350.0,亩,经济作物
2023,甘蔗,种植面积,重庆,27600.0,亩,经济作物
2023,甘蔗,种植面积,四川,144150.0,亩,经济作物
2023,甘蔗,种植面积,贵州,95850.0,亩,经济作物
2023,甘蔗,种植面积,云南,3226950.0,亩,经济作物
2023,甘蔗,种植面积,陕西,900.0,亩,经济作物
2023,甜瓜,产量,全国,14083000.0,吨,经济作物
2023,甜瓜,产量,北京,2000.0,吨,经济作物
2023,甜瓜,产量,天津,14000.0,吨,经济作物
2023,甜瓜,产量,河北,1038000.0,吨,经济作物
2023,甜瓜,产量,山西,76000.0,吨,经济作物
2023,甜瓜,产量,内蒙古,413000.0,吨,经济作物
2023,甜瓜,产量,辽宁,325000.0,吨,经济作物
2023,甜瓜,产量,吉林,292000.0,吨,经济作物
2023,甜瓜,产量,上海,19000.0,吨,经济作物
2023,甜瓜,产量,江苏,819000.0,吨,经济作物
2023,甜瓜,产量,浙江,408000.0,吨,经济作物
2023,甜瓜,产量,安徽,187000.0,吨,经济作物
2023,甜瓜,产量,福建,36000.0,吨,经济作物
2023,甜瓜,产量,江西,188000.0,吨,经济作物
2023,甜瓜,产量,山东,2677000.0,吨,经济作物
2023,甜瓜,产量,河南,1526535.9,吨,经济作物
2023,甜瓜,产量,湖北,495000.0,吨,经济作物
2023,甜瓜,产量,湖南,495000.0,吨,经济作物
2023,甜瓜,产量,广东,143000.0,吨,经济作物
2023,甜瓜,产量,广西,313000.0,吨,经济作物
2023,甜瓜,产量,海南,23000.0,吨,经济作物
2023,甜瓜,产量,重庆,8000.0,吨,经济作物
2023,甜瓜,产量,四川,19000.0,吨,经济作物
2023,甜瓜,产量,贵州,26000.0,吨,经济作物
2023,甜瓜,产量,云南,29000.0,吨,经济作物
2023,甜瓜,产量,西藏,1000.0,吨,经济作物
2023,甜瓜,产量,陕西,603000.0,吨,经济作物
2023,甜瓜,产量,宁夏,55000.0,吨,经济作物
2023,甜瓜,产量,新疆,2164000.0,吨,经济作物
2023,甜菜,产量,全国,9160200.0,吨,经济作物
2023,甜菜,产量,河北,654800.0,吨,经济作物
2023,甜菜,产量,山西,1200.0,吨,经济作物
2023,甜菜,产量,内蒙古,3047500.0,吨,经济作物
2023,甜菜,产量,辽宁,9000.0,吨,经济作物
2023,甜菜,产量,吉林,15900.0,吨,经济作物
2023,甜菜,产量,黑龙江,245799.99999999997,吨,经济作物
2023,甜菜,产量,江苏,17600.0,吨,经济作物
2023,甜菜,产量,四川,400.0,吨,经济作物
2023,甜菜,产量,陕西,400.0,吨,经济作物
2023,甜菜,产量,甘肃,168800.0,吨,经济作物
2023,甜菜,产量,新疆,4998800.0,吨,经济作物
2023,甜菜,种植面积,全国,2232750.0,亩,经济作物
2023,甜菜,种植面积,河北,178950.0,亩,经济作物
2023,甜菜,种植面积,山西,600.0,亩,经济作物
2023,甜菜,种植面积,内蒙古,988800.0,亩,经济作物
2023,甜菜,种植面积,辽宁,2100.0,亩,经济作物
2023,甜菜,种植面积,黑龙江,62699.99999999999,亩,经济作物
2023,甜菜,种植面积,江苏,35700.0,亩,经济作物
2023,甜菜,种植面积,四川,150.0,亩,经济作物
2023,甜菜,种植面积,陕西,300.0,亩,经济作物
2023,甜菜,种植面积,甘肃,35250.0,亩,经济作物
2023,甜菜,种植面积,新疆,923700.0,亩,经济作物
2023,秋粮,产量,全国,520920000.0,吨,粮食作物
2023,秋粮,产量,安徽,23084000.0,吨,粮食作物
2023,秋粮,产量,广西,8869100.0,吨,粮食作物
2023,秋粮,种植面积,全国,1314402000.0,亩,粮食作物
2023,秋粮,种植面积,河南,76467900.0,亩,粮食作物
2023,秋粮,种植面积,湖南,51681000.0,亩,粮食作物
2023,秋粮,种植面积,甘肃,27453000.0,亩,粮食作物
2023,稻谷,产量,全国,206603200.0,吨,粮食作物
2023,稻谷,产量,北京,1800.0,吨,粮食作物
2023,稻谷,产量,天津,518100.0,吨,粮食作物
2023,稻谷,产量,河北,488500.0,吨,粮食作物
2023,稻谷,产量,山西,14900.0,吨,粮食作物
2023,稻谷,产量,内蒙古,820900.0,吨,粮食作物
2023,稻谷,产量,吉林,6820599.999999999,吨,粮食作物
2023,稻谷,产量,黑龙江,24399600.0,吨,粮食作物
2023,稻谷,产量,上海,865200.0,吨,粮食作物
2023,稻谷,产量,江苏,20032500.0,吨,粮食作物
2023,稻谷,产量,浙江,4852700.0,吨,粮食作物
2023,稻谷,产量,安徽,16098000.0,吨,粮食作物
2023,稻谷,产量,福建,3946400.0,吨,粮食作物
2023,稻谷,产量,江西,20707300.0,吨,粮食作物
2023,稻谷,产量,山东,861200.0,吨,粮食作物
2023,稻谷,产量,河南,4792200.0,吨,粮食作物
2023,稻谷,产量,湖北,18804200.0,吨,粮食作物
2023,稻谷,产量,湖南,26653200.0,吨,粮食作物
2023,稻谷,产量,广东,10968900.000000002,吨,粮食作物
2023,稻谷,产量,广西,10303500.0,吨,粮食作物
2023,稻谷,产量,海南,1281200.0,吨,粮食作物
2023,稻谷,产量,重庆,4920000.0,吨,粮食作物
2023,稻谷,产量,四川,14807700.0,吨,粮食作物
2023,稻谷,产量,贵州,3660800.0,吨,粮食作物
2023,稻谷,产量,云南,4555400.0,吨,粮食作物
2023,稻谷,产量,陕西,734800.0,吨,粮食作物
2023,稻谷,产量,甘肃,14200.0,吨,粮食作物
2023,稻谷,产量,宁夏,162000.0,吨,粮食作物
2023,稻谷,产量,新疆,383000.0,吨,粮食作物
2023,稻谷,种植面积,全国,434235900.0,亩,粮食作物
2023,稻谷,种植面积,北京,4950.0,亩,粮食作物
2023,稻谷,种植面积,天津,808650.0,亩,粮食作物
2023,稻谷,种植面积,河北,1102350.0,亩,粮食作物
2023,稻谷,种植面积,山西,33150.0,亩,粮食作物
2023,稻谷,种植面积,内蒙古,1551300.0,亩,粮食作物
2023,稻谷,种植面积,辽宁,7506900.0,亩,粮食作物
2023,稻谷,种植面积,吉林,12432300.0,亩,粮食作物
2023,稻谷,种植面积,黑龙江,49028100.0,亩,粮食作物
2023,稻谷,种植面积,上海,1565250.0,亩,粮食作物
2023,稻谷,种植面积,江苏,33315300.0,亩,粮食作物
2023,稻谷,种植面积,浙江,9734700.0,亩,粮食作物
2023,稻谷,种植面积,安徽,37510350.0,亩,粮食作物
2023,稻谷,种植面积,福建,9016650.0,亩,粮食作物
2023,稻谷,种植面积,江西,50758200.0,亩,粮食作物
2023,稻谷,种植面积,河南,8861250.0,亩,粮食作物
2023,稻谷,种植面积,湖北,34112400.0,亩,粮食作物
2023,稻谷,种植面积,湖南,59204850.0,亩,粮食作物
2023,稻谷,种植面积,广东,27414150.0,亩,粮食作物
2023,稻谷,种植面积,广西,26411400.0,亩,粮食作物
2023,稻谷,种植面积,海南,3430200.0,亩,粮食作物
2023,稻谷,种植面积,重庆,9855000.0,亩,粮食作物
2023,稻谷,种植面积,四川,27678000.0,亩,粮食作物
2023,稻谷,种植面积,贵州,8605650.0,亩,粮食作物
2023,稻谷,种植面积,云南,10254300.0,亩,粮食作物
2023,稻谷,种植面积,西藏,12900.0,亩,粮食作物
2023,稻谷,种植面积,陕西,1581600.0,亩,粮食作物
2023,稻谷,种植面积,甘肃,34350.0,亩,粮食作物
2023,稻谷,种植面积,宁夏,301650.0,亩,粮食作物
2023,稻谷,种植面积,新疆,594750.0,亩,粮食作物
2023,粮食,产量,全国,695409900.0,吨,粮食作物
2023,粮食,产量,北京,477800.0,吨,粮食作物
2023,粮食,产量,天津,2557300.0,吨,粮食作物
2023,粮食,产量,河北,38099200.0,吨,粮食作物
2023,粮食,产量,内蒙古,39578400.0,吨,粮食作物
2023,粮食,产量,辽宁,25634000.0,吨,粮食作物
2023,粮食,产量,吉林,41865000.0,吨,粮食作物
2023,粮食,产量,黑龙江,77882200.0,吨,粮食作物
2023,粮食,产量,上海,1018600.0,吨,粮食作物
2023,粮食,产量,江苏,37977000.0,吨,粮食作物
2023,粮食,产量,浙江,6387900.0,吨,粮食作物
2023,粮食,产量,安徽,41507500.0,吨,粮食作物
2023,粮食,产量,福建,5109700.0,吨,粮食作物
2023,粮食,产量,江西,21983100.0,吨,粮食作物
2023,粮食,产量,山东,56552800.0,吨,粮食作物
2023,粮食,产量,河南,66242700.00000001,吨,粮食作物
2023,粮食,产量,湖北,27770400.0,吨,粮食作物
2023,粮食,产量,湖南,30680100.000000004,吨,粮食作物
2023,粮食,产量,广东,12851900.0,吨,粮食作物
2023,粮食,产量,广西,13953599.999999998,吨,粮食作物
2023,粮食,产量,海南,1470200.0,吨,粮食作物
2023,粮食,产量,重庆,10959000.0,吨,粮食作物
2023,粮食,产量,四川,35937600.0,吨,粮食作物
2023,粮食,产量,西藏,1088700.0,吨,粮食作物
2023,粮食,产量,陕西,13236600.0,吨,粮食作物
2023,粮食,产量,甘肃,12729000.0,吨,粮食作物
2023,粮食,产量,青海,1162300.0,吨,粮食作物
2023,粮食,产量,宁夏,3788000.0,吨,粮食作物
2023,粮食,产量,新疆,21191600.0,吨,粮食作物
2023,粮食,种植面积,全国,1784528100.0,亩,粮食作物
2023,粮食,种植面积,北京,1342050.0,亩,粮食作物
2023,粮食,种植面积,天津,5850450.0,亩,粮食作物
2023,粮食,种植面积,河北,96827850.0,亩,粮食作物
2023,粮食,种植面积,山西,47414400.0,亩,粮食作物
2023,粮食,种植面积,内蒙古,104770950.0,亩,粮食作物
2023,粮食,种植面积,辽宁,53675850.0,亩,粮食作物
2023,粮食,种植面积,吉林,87384150.0,亩,粮食作物
2023,粮食,种植面积,黑龙江,221146350.0,亩,粮食作物
2023,粮食,种植面积,上海,1907550.0,亩,粮食作物
2023,粮食,种植面积,江苏,81883950.0,亩,粮食作物
2023,粮食,种植面积,浙江,15370200.000000002,亩,粮食作物
2023,粮食,种植面积,安徽,110016900.0,亩,粮食作物
2023,粮食,种植面积,江西,56614350.0,亩,粮食作物
2023,粮食,种植面积,山东,125818500.0,亩,粮食作物
2023,粮食,种植面积,河南,161779350.0,亩,粮食作物
2023,粮食,种植面积,湖北,70604550.0,亩,粮食作物
2023,粮食,种植面积,湖南,71452200.0,亩,粮食作物
2023,粮食,种植面积,广东,33442650.000000004,亩,粮食作物
2023,粮食,种植面积,广西,42520800.0,亩,粮食作物
2023,粮食,种植面积,海南,4103849.9999999995,亩,粮食作物
2023,粮食,种植面积,重庆,30388950.0,亩,粮食作物
2023,粮食,种植面积,四川,96059550.0,亩,粮食作物
2023,粮食,种植面积,贵州,41607000.0,亩,粮食作物
2023,粮食,种植面积,云南,63648300.00000001,亩,粮食作物
2023,粮食,种植面积,西藏,2918700.0,亩,粮食作物
2023,粮食,种植面积,陕西,45344550.0,亩,粮食作物
2023,粮食,种植面积,甘肃,40663950.0,亩,粮食作物
2023,粮食,种植面积,青海,4573500.0,亩,粮食作物
2023,粮食,种植面积,宁夏,10408350.0,亩,粮食作物
2023,粮食,种植面积,新疆,42371550.0,亩,粮食作物
2023,糖料,产量,全国,113763000.0,吨,经济作物
2023,糖料,产量,云南,15868900.000000002,吨,经济作物
2023,糖料,种植面积,全国,21227250.0,亩,经济作物
2023,糖料,种植面积,河北,179100.0,亩,经济作物
2023,糖料,种植面积,山西,600.0,亩,经济作物
