年份,品类,指标,省份,数值,单位
2021,绿豆,产量,内蒙古,10.90,万吨
2021,绿豆,产量,辽宁,0.90,万吨
2021,绿豆,产量,吉林,6.30,万吨
2021,绿豆,产量,黑龙江,0.50,万吨
2021,绿豆,产量,江苏,0.80,万吨
2021,绿豆,产量,安徽,4,万吨
2021,绿豆,产量,福建,0.20,万吨
2021,绿豆,产量,江西,0.50,万吨
2021,绿豆,产量,山东,0.50,万吨
2021,绿豆,产量,河南,2.70,万吨
2021,绿豆,产量,湖北,1.10,万吨
2021,绿豆,产量,湖南,2.40,万吨
2021,绿豆,产量,广东,0.40,万吨
2021,绿豆,产量,广西,2.20,万吨
2021,绿豆,产量,海南,0.10,万吨
2021,绿豆,产量,四川,2.60,万吨
2021,绿豆,产量,贵州,0.40,万吨
2021,绿豆,产量,云南,0.40,万吨
2021,绿豆,产量,西藏,0.10,万吨
2021,绿豆,产量,陕西,1.40,万吨
2021,绿豆,产量,甘肃,0.20,万吨
2021,绿豆,产量,新疆,0.20,万吨
2021,绿豆,播种面积,全国,329.10,千公顷
2021,绿豆,播种面积,北京,0.10,千公顷
2021,绿豆,播种面积,天津,0.10,千公顷
2021,绿豆,播种面积,河北,9,千公顷
2021,绿豆,播种面积,山西,12.40,千公顷
2021,绿豆,播种面积,内蒙古,100,千公顷
2021,绿豆,播种面积,辽宁,5.10,千公顷
2021,绿豆,播种面积,吉林,48.50,千公顷
2021,绿豆,播种面积,黑龙江,4.90,千公顷
2021,绿豆,播种面积,江苏,3.20,千公顷
2021,绿豆,播种面积,安徽,33,千公顷
2021,绿豆,播种面积,福建,0.90,千公顷
2021,绿豆,播种面积,山东,1.90,千公顷
2021,绿豆,播种面积,河南,25.50,千公顷
2021,绿豆,播种面积,湖北,7.70,千公顷
2021,绿豆,播种面积,湖南,11.20,千公顷
2021,绿豆,播种面积,广东,1.60,千公顷
2021,绿豆,播种面积,广西,15.40,千公顷
2021,绿豆,播种面积,海南,0.30,千公顷
2021,绿豆,播种面积,重庆,11.70,千公顷
2021,绿豆,播种面积,四川,12.60,千公顷
2021,绿豆,播种面积,贵州,3.20,千公顷
2021,绿豆,播种面积,云南,2.10,千公顷
2021,绿豆,播种面积,西藏,0.20,千公顷
2021,绿豆,播种面积,陕西,13.10,千公顷
2021,绿豆,播种面积,甘肃,1.30,千公顷
2021,绿豆,播种面积,新疆,0.50,千公顷
2021,胡麻籽,产量,全国,26.30,万吨
2021,胡麻籽,播种面积,全国,179.10,千公顷
2021,胡麻籽,播种面积,河北,25.50,千公顷
2021,胡麻籽,播种面积,山西,19.10,千公顷
2021,胡麻籽,播种面积,吉林,0,千公顷
2021,胡麻籽,播种面积,安徽,0.40,千公顷
2021,胡麻籽,播种面积,江西,0,千公顷
2021,胡麻籽,播种面积,贵州,0,千公顷
2021,胡麻籽,播种面积,云南,0,千公顷
2021,胡麻籽,播种面积,陕西,1.40,千公顷
2021,胡麻籽,播种面积,甘肃,74.40,千公顷
2021,胡麻籽,播种面积,青海,1.10,千公顷
2021,胡麻籽,播种面积,宁夏,17.70,千公顷
2021,胡麻籽,播种面积,新疆,0.50,千公顷
2021,芝麻,产量,全国,45.54,万吨
2021,芝麻,产量,北京,0,万吨
2021,芝麻,产量,天津,0,万吨
2021,芝麻,产量,河北,0.26,万吨
2021,芝麻,产量,山西,0.16,万吨
2021,芝麻,产量,内蒙古,0.02,万吨
2021,芝麻,产量,辽宁,0.01,万吨
2021,芝麻,产量,吉林,0.03,万吨
2021,芝麻,产量,黑龙江,0,万吨
2021,芝麻,产量,江苏,1.13,万吨
2021,芝麻,产量,浙江,0.82,万吨
2021,芝麻,产量,安徽,2.27,万吨
2021,芝麻,产量,福建,0.04,万吨
2021,芝麻,产量,江西,3.90,万吨
2021,芝麻,产量,山东,0.17,万吨
2021,芝麻,产量,河南,18.17,万吨
2021,芝麻,产量,湖北,13.07,万吨
2021,芝麻,产量,湖南,1.65,万吨
2021,芝麻,产量,广东,0.63,万吨
2021,芝麻,产量,广西,1.15,万吨
2021,芝麻,产量,海南,0.11,万吨
2021,芝麻,产量,重庆,0.50,万吨
2021,芝麻,产量,四川,0.30,万吨
2021,芝麻,产量,贵州,0.06,万吨
2021,芝麻,产量,云南,0.01,万吨
2021,芝麻,产量,陕西,1.07,万吨
2021,芝麻,产量,新疆,0.03,万吨
2021,芝麻,播种面积,全国,285.40,千公顷
2021,芝麻,播种面积,天津,0,千公顷
2021,芝麻,播种面积,河北,1.90,千公顷
2021,芝麻,播种面积,山西,1.50,千公顷
2021,芝麻,播种面积,内蒙古,0.20,千公顷
2021,芝麻,播种面积,辽宁,0,千公顷
2021,芝麻,播种面积,吉林,0.30,千公顷
2021,芝麻,播种面积,黑龙江,0,千公顷
2021,芝麻,播种面积,上海,0,千公顷
2021,芝麻,播种面积,江苏,5.90,千公顷
2021,芝麻,播种面积,浙江,4.90,千公顷
2021,芝麻,播种面积,安徽,13.50,千公顷
2021,芝麻,播种面积,福建,0.30,千公顷
2021,芝麻,播种面积,江西,31.50,千公顷
2021,芝麻,播种面积,山东,0.70,千公顷
2021,芝麻,播种面积,河南,115.20,千公顷
2021,芝麻,播种面积,湖北,77.30,千公顷
2021,芝麻,播种面积,湖南,11.40,千公顷
2021,芝麻,播种面积,广东,3.20,千公顷
2021,芝麻,播种面积,广西,3,千公顷
2021,芝麻,播种面积,重庆,4.10,千公顷
2021,芝麻,播种面积,四川,1.80,千公顷
2021,芝麻,播种面积,贵州,0.40,千公顷
2021,芝麻,播种面积,云南,0.10,千公顷
2021,芝麻,播种面积,陕西,7.10,千公顷
2021,芝麻,播种面积,甘肃,0,千公顷
2021,芝麻,播种面积,新疆,0.20,千公顷
2021,花生,播种面积,全国,4805.29,千公顷
2021,花生,播种面积,北京,1.25,千公顷
2021,花生,播种面积,天津,0.79,千公顷
2021,花生,播种面积,河北,247.29,千公顷
2021,花生,播种面积,山西,5.03,千公顷
2021,花生,播种面积,内蒙古,68.44,千公顷
2021,花生,播种面积,辽宁,332.32,千公顷
2021,花生,播种面积,吉林,242.61,千公顷
2021,花生,播种面积,黑龙江,22.79,千公顷
2021,花生,播种面积,上海,0.14,千公顷
2021,花生,播种面积,江苏,97.20,千公顷
2021,花生,播种面积,浙江,16.30,千公顷
2021,花生,播种面积,福建,73.74,千公顷
2021,花生,播种面积,江西,177.19,千公顷
2021,花生,播种面积,山东,631.74,千公顷
2021,花生,播种面积,河南,1292.93,千公顷
2021,花生,播种面积,湖北,244.67,千公顷
2021,花生,播种面积,湖南,113.99,千公顷
2021,花生,播种面积,广东,349.68,千公顷
2021,花生,播种面积,广西,226.25,千公顷
2021,花生,播种面积,海南,29.73,千公顷
2021,花生,播种面积,重庆,63.55,千公顷
2021,花生,播种面积,四川,290.19,千公顷
2021,花生,播种面积,贵州,46.47,千公顷
2021,花生,播种面积,云南,44.04,千公顷
2021,花生,播种面积,西藏,0.06,千公顷
2021,花生,播种面积,陕西,37.95,千公顷
2021,花生,播种面积,甘肃,0.37,千公顷
2021,花生,播种面积,宁夏,0.04,千公顷
2021,花生,播种面积,新疆,2.36,千公顷
2021,苎麻,产量,全国,5.40,万吨
2021,苹果园,种植面积,全国,1975.40,千公顷
2021,苹果园,种植面积,北京,5.70,千公顷
2021,苹果园,种植面积,天津,2.50,千公顷
2021,苹果园,种植面积,河北,114.90,千公顷
2021,苹果园,种植面积,山西,139.40,千公顷
2021,苹果园,种植面积,内蒙古,42.30,千公顷
2021,苹果园,种植面积,辽宁,133.36,千公顷
2021,苹果园,种植面积,吉林,6.80,千公顷
2021,苹果园,种植面积,黑龙江,9.51,千公顷
2021,苹果园,种植面积,江苏,28.10,千公顷
2021,苹果园,种植面积,安徽,11.40,千公顷
2021,苹果园,种植面积,福建,0,千公顷
2021,苹果园,种植面积,山东,243.20,千公顷
2021,苹果园,种植面积,河南,105.53,千公顷
2021,苹果园,种植面积,湖北,0.70,千公顷
2021,苹果园,种植面积,重庆,0.60,千公顷
2021,苹果园,种植面积,四川,46.70,千公顷
2021,苹果园,种植面积,贵州,42.80,千公顷
2021,苹果园,种植面积,云南,55.90,千公顷
2021,苹果园,种植面积,陕西,621.10,千公顷
2021,苹果园,种植面积,甘肃,251.57,千公顷
2021,苹果园,种植面积,青海,0.70,千公顷
2021,苹果园,种植面积,宁夏,28.30,千公顷
2021,苹果园,种植面积,新疆,82.10,千公顷
2021,茶叶,产量,西藏,67.20,吨
2021,茶园,种植面积,全国,3307.80,千公顷
2021,茶园,种植面积,河北,0.02,千公顷
2021,茶园,种植面积,山西,1.10,千公顷
2021,茶园,种植面积,内蒙古,0,千公顷
2021,茶园,种植面积,上海,0.17,千公顷
2021,茶园,种植面积,江苏,34.20,千公顷
2021,茶园,种植面积,浙江,206.20,千公顷
2021,茶园,种植面积,安徽,205,千公顷
2021,茶园,种植面积,福建,232.10,千公顷
2021,茶园,种植面积,江西,117.10,千公顷
2021,茶园,种植面积,山东,26.90,千公顷
2021,茶园,种植面积,河南,115.80,千公顷
2021,茶园,种植面积,湖北,369.10,千公顷
2021,茶园,种植面积,广东,89.30,千公顷
2021,茶园,种植面积,广西,96.10,千公顷
2021,茶园,种植面积,海南,2.30,千公顷
2021,茶园,种植面积,重庆,54.30,千公顷
2021,茶园,种植面积,四川,404.80,千公顷
2021,茶园,种植面积,贵州,472.20,千公顷
2021,茶园,种植面积,云南,504.60,千公顷
2021,茶园,种植面积,西藏,4.30,千公顷
2021,茶园,种植面积,陕西,156.50,千公顷
2021,茶园,种植面积,甘肃,12.30,千公顷
2021,草莓,产量,全国,371.50,万吨
2021,草莓,播种面积,全国,139.30,千公顷
2021,菠萝,产量,全国,1886000,吨
2021,菠萝,产量,福建,17000,吨
2021,菠萝,产量,广东,1260000,吨
2021,菠萝,产量,广西,32000,吨
2021,菠萝,产量,海南,450000,吨
2021,菠萝,产量,四川,1000,吨
2021,菠萝,产量,云南,126000,吨
2021,葡萄园,种植面积,北京,1.90,千公顷
2021,葡萄园,种植面积,天津,3,千公顷
2021,葡萄园,种植面积,河北,42.30,千公顷
2021,葡萄园,种植面积,山西,16.10,千公顷
2021,葡萄园,种植面积,内蒙古,4.70,千公顷
2021,葡萄园,种植面积,辽宁,31.85,千公顷
2021,葡萄园,种植面积,吉林,4.90,千公顷
2021,葡萄园,种植面积,黑龙江,3.06,千公顷
2021,葡萄园,种植面积,上海,2.40,千公顷
2021,葡萄园,种植面积,江苏,33.30,千公顷
2021,葡萄园,种植面积,浙江,30.80,千公顷
2021,葡萄园,种植面积,安徽,26.40,千公顷
2021,葡萄园,种植面积,福建,10.80,千公顷
2021,葡萄园,种植面积,江西,9.20,千公顷
2021,葡萄园,种植面积,山东,36.20,千公顷
2021,葡萄园,种植面积,河南,37.54,千公顷
2021,葡萄园,种植面积,湖北,16.90,千公顷
2021,葡萄园,种植面积,湖南,28.10,千公顷
2021,葡萄园,种植面积,广西,31.30,千公顷
2021,葡萄园,种植面积,四川,36.40,千公顷
2021,葡萄园,种植面积,贵州,28.30,千公顷
2021,葡萄园,种植面积,云南,37.80,千公顷
2021,葡萄园,种植面积,西藏,0.30,千公顷
2021,葡萄园,种植面积,陕西,50.60,千公顷
2021,葡萄园,种植面积,甘肃,15.72,千公顷
2021,葡萄园,种植面积,青海,0,千公顷
2021,葡萄园,种植面积,宁夏,30.50,千公顷
2021,葡萄园,种植面积,新疆,118.30,千公顷
2021,蔬菜(含菜用瓜),播种面积,全国,21985.70,千公顷
2021,蚕茧,产量,全国,781567,吨
2021,西瓜,播种面积,全国,1475.60,千公顷
2021,谷子,产量,全国,288.60,万吨
2021,谷子,产量,北京,0.30,万吨
2021,谷子,产量,天津,0.05,万吨
2021,谷子,产量,河北,40.40,万吨
2021,谷子,产量,山西,50.50,万吨
2021,谷子,产量,内蒙古,110.20,万吨
2021,谷子,产量,辽宁,24.91,万吨
2021,谷子,产量,黑龙江,2.60,万吨
2021,谷子,产量,江苏,0,万吨
2021,谷子,产量,安徽,0.30,万吨
2021,谷子,产量,山东,12.10,万吨
2021,谷子,产量,河南,10,万吨
2021,谷子,产量,湖北,0,万吨
2021,谷子,产量,广东,0,万吨
2021,谷子,产量,广西,0.70,万吨
2021,谷子,产量,贵州,0.80,万吨
2021,谷子,产量,云南,0.20,万吨
2021,谷子,产量,陕西,13.30,万吨
2021,谷子,产量,甘肃,2.80,万吨
2021,谷子,产量,宁夏,2.50,万吨
2021,谷子,产量,新疆,0.70,万吨
2021,谷子,播种面积,全国,928.50,千公顷
2021,谷子,播种面积,北京,1.10,千公顷
2021,谷子,播种面积,天津,0.10,千公顷
2021,谷子,播种面积,河北,124.10,千公顷
2021,谷子,播种面积,山西,221,千公顷
2021,谷子,播种面积,辽宁,68.44,千公顷
2021,谷子,播种面积,吉林,44.10,千公顷
2021,谷子,播种面积,黑龙江,7.60,千公顷
2021,谷子,播种面积,江苏,0.10,千公顷
2021,谷子,播种面积,安徽,1.30,千公顷
2021,谷子,播种面积,山东,32.70,千公顷
2021,谷子,播种面积,河南,28,千公顷
2021,谷子,播种面积,湖北,0.10,千公顷
2021,谷子,播种面积,广东,0.10,千公顷
2021,谷子,播种面积,广西,3.20,千公顷
2021,谷子,播种面积,贵州,3.60,千公顷
2021,谷子,播种面积,云南,0.90,千公顷
2021,谷子,播种面积,陕西,73.20,千公顷
2021,谷子,播种面积,甘肃,12,千公顷
2021,谷子,播种面积,宁夏,18.20,千公顷
2021,谷子,播种面积,新疆,2.10,千公顷
2021,青茶,产量,全国,325701,吨
2021,青茶,产量,山西,6,吨
2021,青茶,产量,浙江,372,吨
2021,青茶,产量,福建,250716,吨
2021,青茶,产量,江西,780,吨
2021,青茶,产量,湖北,1227,吨
2021,青茶,产量,湖南,851,吨
2021,青茶,产量,广东,64361,吨
2021,青茶,产量,广西,712,吨
2021,青茶,产量,重庆,152,吨
2021,青茶,产量,四川,4608,吨
2021,青茶,产量,贵州,1272,吨
2021,青茶,产量,云南,593,吨
2021,青茶,产量,西藏,10,吨
2021,青饲料,播种面积,全国,2575,千公顷
2021,青饲料,播种面积,北京,4.30,千公顷
2021,青饲料,播种面积,天津,1.80,千公顷
2021,青饲料,播种面积,河北,98.70,千公顷
2021,青饲料,播种面积,山西,29.10,千公顷
2021,青饲料,播种面积,内蒙古,404.20,千公顷
2021,青饲料,播种面积,辽宁,25.90,千公顷
2021,青饲料,播种面积,吉林,6.20,千公顷
2021,青饲料,播种面积,上海,2.60,千公顷
2021,青饲料,播种面积,江苏,26.70,千公顷
2021,青饲料,播种面积,浙江,5.70,千公顷
2021,青饲料,播种面积,安徽,13.80,千公顷
2021,青饲料,播种面积,福建,3.40,千公顷
2021,青饲料,播种面积,江西,60,千公顷
2021,青饲料,播种面积,山东,16.20,千公顷
2021,青饲料,播种面积,河南,7.70,千公顷
2021,青饲料,播种面积,湖北,66.40,千公顷
2021,青饲料,播种面积,湖南,143.20,千公顷
2021,青饲料,播种面积,广东,45.60,千公顷
2021,青饲料,播种面积,广西,86.60,千公顷
2021,青饲料,播种面积,海南,0.40,千公顷
2021,青饲料,播种面积,重庆,50.40,千公顷
2021,青饲料,播种面积,四川,142.40,千公顷
2021,青饲料,播种面积,贵州,174.40,千公顷
2021,青饲料,播种面积,云南,205.80,千公顷
2021,青饲料,播种面积,西藏,37.40,千公顷
2021,青饲料,播种面积,陕西,32.90,千公顷
2021,青饲料,播种面积,青海,50.50,千公顷
2021,青饲料,播种面积,宁夏,166.16,千公顷
2021,青饲料,播种面积,新疆,482.10,千公顷
2021,香蕉园,种植面积,全国,325.90,千公顷
2021,香蕉园,种植面积,福建,11.80,千公顷
2021,香蕉园,种植面积,广东,111.40,千公顷
2021,香蕉园,种植面积,广西,77.70,千公顷
2021,香蕉园,种植面积,海南,29.90,千公顷
2021,香蕉园,种植面积,重庆,0.10,千公顷
2021,香蕉园,种植面积,四川,1.90,千公顷
2021,香蕉园,种植面积,贵州,11,千公顷
2021,香蕉园,种植面积,云南,82,千公顷
2021,马铃薯,产量,全国,1790.70,万吨
2021,马铃薯,产量,天津,0.20,万吨
2021,马铃薯,产量,河北,93.60,万吨
2021,马铃薯,产量,山西,57,万吨
2021,马铃薯,产量,内蒙古,122.90,万吨
2021,马铃薯,产量,辽宁,18.30,万吨
2021,马铃薯,产量,吉林,23.40,万吨
2021,马铃薯,产量,浙江,10.60,万吨
2021,马铃薯,产量,安徽,1.30,万吨
2021,马铃薯,产量,福建,21.30,万吨
2021,马铃薯,产量,江西,14.20,万吨
2021,马铃薯,产量,湖北,78.60,万吨
2021,马铃薯,产量,湖南,29.80,万吨
2021,马铃薯,产量,广东,21.90,万吨
2021,马铃薯,产量,广西,12.60,万吨
2021,马铃薯,产量,海南,0,万吨
2021,马铃薯,产量,重庆,119.80,万吨
2021,马铃薯,产量,四川,292.40,万吨
2021,马铃薯,产量,贵州,244.20,万吨
2021,马铃薯,产量,云南,197.20,万吨
2021,马铃薯,产量,西藏,0.40,万吨
2021,马铃薯,产量,陕西,90.10,万吨
2021,马铃薯,产量,甘肃,224.60,万吨
2021,马铃薯,产量,青海,30.18,万吨
2021,马铃薯,产量,宁夏,36.19,万吨
2021,马铃薯,产量,新疆,18.50,万吨
2021,高粱,产量,北京,0.10,万吨
2021,高粱,产量,天津,3.20,万吨
2021,高粱,产量,河北,11.30,万吨
2021,高粱,产量,山西,35.90,万吨
2021,高粱,产量,内蒙古,94.20,万吨
2021,高粱,产量,辽宁,24.41,万吨
2021,高粱,产量,吉林,49.76,万吨
2021,高粱,产量,黑龙江,11.70,万吨
2021,高粱,产量,江苏,0.40,万吨
2021,高粱,产量,安徽,3.60,万吨
2021,高粱,产量,福建,0,万吨
2021,高粱,产量,江西,0.40,万吨
2021,高粱,产量,山东,0.70,万吨
2021,高粱,产量,河南,4.70,万吨
2021,高粱,产量,湖北,2.30,万吨
2021,高粱,产量,湖南,3.90,万吨
2021,高粱,产量,广东,0,万吨
2021,高粱,产量,广西,1,万吨
2021,高粱,产量,重庆,6.70,万吨
2021,高粱,产量,贵州,34.30,万吨
2021,高粱,产量,云南,1.20,万吨
2021,高粱,产量,陕西,6.20,万吨
2021,高粱,产量,甘肃,2.70,万吨
2021,高粱,产量,宁夏,0.50,万吨
2021,高粱,产量,新疆,6.80,万吨
2021,高粱,播种面积,全国,713.20,千公顷
2021,高粱,播种面积,北京,0.30,千公顷
2021,高粱,播种面积,天津,6.70,千公顷
2021,高粱,播种面积,河北,28.10,千公顷
2021,高粱,播种面积,山西,104.80,千公顷
2021,高粱,播种面积,内蒙古,160.10,千公顷
2021,高粱,播种面积,辽宁,44,千公顷
2021,高粱,播种面积,吉林,73.81,千公顷
2021,高粱,播种面积,黑龙江,24,千公顷
2021,高粱,播种面积,江苏,0.70,千公顷
2021,高粱,播种面积,安徽,6.50,千公顷
2021,高粱,播种面积,福建,0,千公顷
2021,高粱,播种面积,江西,3.20,千公顷
2021,高粱,播种面积,河南,12.70,千公顷
2021,高粱,播种面积,湖北,6,千公顷
2021,高粱,播种面积,湖南,9,千公顷
2021,高粱,播种面积,广东,0.10,千公顷
2021,高粱,播种面积,广西,3.70,千公顷
2021,高粱,播种面积,重庆,17,千公顷
2021,高粱,播种面积,四川,64,千公顷
2021,高粱,播种面积,贵州,101.20,千公顷
2021,高粱,播种面积,云南,4.10,千公顷
2021,高粱,播种面积,陕西,22.90,千公顷
2021,高粱,播种面积,甘肃,7.10,千公顷
2021,高粱,播种面积,宁夏,0.70,千公顷
2021,高粱,播种面积,新疆,10.50,千公顷
2021,麻类,产量,全国,21.14,万吨
2021,麻类,产量,河北,0,万吨
2021,麻类,产量,山西,0.16,万吨
2021,麻类,产量,内蒙古,0.09,万吨
