年份,品类,指标,省份,数值,单位
2023,红小豆,播种面积,辽宁,1,千公顷
2023,红小豆,播种面积,吉林,8,千公顷
2023,红小豆,播种面积,黑龙江,49.80,千公顷
2023,红小豆,播种面积,江苏,4,千公顷
2023,红小豆,播种面积,福建,0.40,千公顷
2023,红小豆,播种面积,江西,0.60,千公顷
2023,红小豆,播种面积,山东,0.70,千公顷
2023,红小豆,播种面积,河南,2.70,千公顷
2023,红小豆,播种面积,湖北,2.90,千公顷
2023,红小豆,播种面积,湖南,1.20,千公顷
2023,红小豆,播种面积,广东,1.10,千公顷
2023,红小豆,播种面积,广西,0.70,千公顷
2023,红小豆,播种面积,海南,0.30,千公顷
2023,红小豆,播种面积,重庆,1.60,千公顷
2023,红小豆,播种面积,四川,1.90,千公顷
2023,红小豆,播种面积,贵州,0.90,千公顷
2023,红小豆,播种面积,云南,1.50,千公顷
2023,红小豆,播种面积,陕西,14.70,千公顷
2023,红小豆,播种面积,甘肃,1.70,千公顷
2023,红枣,产量,全国,7400000,吨
2023,红枣,产量,北京,4000,吨
2023,红枣,产量,天津,19000,吨
2023,红枣,产量,河北,784000,吨
2023,红枣,产量,内蒙古,5000,吨
2023,红枣,产量,辽宁,126000,吨
2023,红枣,产量,江苏,3000,吨
2023,红枣,产量,浙江,1000,吨
2023,红枣,产量,安徽,25000,吨
2023,红枣,产量,山东,629000,吨
2023,红枣,产量,河南,113000,吨
2023,红枣,产量,湖北,15000,吨
2023,红枣,产量,湖南,35000,吨
2023,红枣,产量,广西,34000,吨
2023,红枣,产量,重庆,7000,吨
2023,红枣,产量,四川,17000,吨
2023,红枣,产量,贵州,5000,吨
2023,红枣,产量,云南,25000,吨
2023,红枣,产量,陕西,1334000,吨
2023,红枣,产量,甘肃,91805,吨
2023,红枣,产量,宁夏,98000,吨
2023,红枣,产量,新疆,3267000,吨
2023,绿豆,产量,河北,0.90,万吨
2023,绿豆,产量,内蒙古,5.90,万吨
2023,绿豆,产量,辽宁,0.40,万吨
2023,绿豆,产量,吉林,5.10,万吨
2023,绿豆,产量,黑龙江,0.30,万吨
2023,绿豆,产量,江苏,0.40,万吨
2023,绿豆,产量,安徽,4.80,万吨
2023,绿豆,产量,福建,0.20,万吨
2023,绿豆,产量,江西,0.60,万吨
2023,绿豆,产量,山东,0.40,万吨
2023,绿豆,产量,河南,2.20,万吨
2023,绿豆,产量,湖北,0.80,万吨
2023,绿豆,产量,湖南,2.40,万吨
2023,绿豆,产量,广东,0.40,万吨
2023,绿豆,产量,广西,2.10,万吨
2023,绿豆,产量,重庆,2.20,万吨
2023,绿豆,产量,四川,2.80,万吨
2023,绿豆,产量,贵州,0.20,万吨
2023,绿豆,产量,云南,0.30,万吨
2023,绿豆,产量,陕西,1.70,万吨
2023,绿豆,产量,新疆,0.10,万吨
2023,绿豆,播种面积,河北,5,千公顷
2023,绿豆,播种面积,山西,8.50,千公顷
2023,绿豆,播种面积,内蒙古,47.70,千公顷
2023,绿豆,播种面积,辽宁,2.80,千公顷
2023,绿豆,播种面积,吉林,32,千公顷
2023,绿豆,播种面积,黑龙江,3.20,千公顷
2023,绿豆,播种面积,江苏,1.50,千公顷
2023,绿豆,播种面积,安徽,36.20,千公顷
2023,绿豆,播种面积,福建,0.80,千公顷
2023,绿豆,播种面积,江西,4.20,千公顷
2023,绿豆,播种面积,山东,1.40,千公顷
2023,绿豆,播种面积,河南,17.40,千公顷
2023,绿豆,播种面积,湖北,5.30,千公顷
2023,绿豆,播种面积,湖南,11.30,千公顷
2023,绿豆,播种面积,广东,1.70,千公顷
2023,绿豆,播种面积,广西,13.70,千公顷
2023,绿豆,播种面积,海南,0.30,千公顷
2023,绿豆,播种面积,重庆,10.90,千公顷
2023,绿豆,播种面积,贵州,1.40,千公顷
2023,绿豆,播种面积,云南,1.70,千公顷
2023,绿豆,播种面积,陕西,11.10,千公顷
2023,绿豆,播种面积,甘肃,0.60,千公顷
2023,绿豆,播种面积,新疆,0.20,千公顷
2023,胡麻籽,播种面积,河北,22,千公顷
2023,胡麻籽,播种面积,山西,18.90,千公顷
2023,胡麻籽,播种面积,内蒙古,29.10,千公顷
2023,胡麻籽,播种面积,黑龙江,0.40,千公顷
2023,胡麻籽,播种面积,贵州,0.10,千公顷
2023,胡麻籽,播种面积,陕西,1.50,千公顷
2023,胡麻籽,播种面积,甘肃,74.10,千公顷
2023,胡麻籽,播种面积,青海,1,千公顷
2023,胡麻籽,播种面积,宁夏,17.10,千公顷
2023,胡麻籽,播种面积,新疆,0.90,千公顷
2023,芝麻,产量,全国,45.34,万吨
2023,芝麻,产量,北京,0,万吨
2023,芝麻,产量,天津,0,万吨
2023,芝麻,产量,河北,0.24,万吨
2023,芝麻,产量,内蒙古,0,万吨
2023,芝麻,产量,辽宁,0,万吨
2023,芝麻,产量,吉林,0,万吨
2023,芝麻,产量,黑龙江,0.05,万吨
2023,芝麻,产量,上海,0,万吨
2023,芝麻,产量,江苏,1.34,万吨
2023,芝麻,产量,浙江,1.03,万吨
2023,芝麻,产量,安徽,2.98,万吨
2023,芝麻,产量,福建,0.04,万吨
2023,芝麻,产量,江西,3.97,万吨
2023,芝麻,产量,山东,0.23,万吨
2023,芝麻,产量,河南,16.80,万吨
2023,芝麻,产量,湖北,12.99,万吨
2023,芝麻,产量,湖南,1.75,万吨
2023,芝麻,产量,广东,0.66,万吨
2023,芝麻,产量,广西,0.95,万吨
2023,芝麻,产量,海南,0.08,万吨
2023,芝麻,产量,重庆,0.48,万吨
2023,芝麻,产量,四川,0.31,万吨
2023,芝麻,产量,云南,0.01,万吨
2023,芝麻,产量,陕西,1.15,万吨
2023,芝麻,产量,新疆,0.03,万吨
2023,芝麻,播种面积,全国,280.13,千公顷
2023,芝麻,播种面积,河北,1.80,千公顷
2023,芝麻,播种面积,山西,1.60,千公顷
2023,芝麻,播种面积,黑龙江,0.40,千公顷
2023,芝麻,播种面积,江苏,7.20,千公顷
2023,芝麻,播种面积,浙江,5.90,千公顷
2023,芝麻,播种面积,安徽,17.90,千公顷
2023,芝麻,播种面积,福建,0.30,千公顷
2023,芝麻,播种面积,江西,32.80,千公顷
2023,芝麻,播种面积,山东,1.10,千公顷
2023,芝麻,播种面积,河南,102.90,千公顷
2023,芝麻,播种面积,湖北,75.50,千公顷
2023,芝麻,播种面积,湖南,11.70,千公顷
2023,芝麻,播种面积,广东,3.40,千公顷
2023,芝麻,播种面积,广西,3,千公顷
2023,芝麻,播种面积,海南,0.70,千公顷
2023,芝麻,播种面积,四川,1.90,千公顷
2023,芝麻,播种面积,贵州,0.30,千公顷
2023,芝麻,播种面积,云南,0.10,千公顷
2023,芝麻,播种面积,陕西,7.50,千公顷
2023,芝麻,播种面积,新疆,0.20,千公顷
2023,花生,产量,全国,1923.07,万吨
2023,花生,产量,北京,0.90,万吨
2023,花生,产量,天津,0.21,万吨
2023,花生,产量,河北,94.18,万吨
2023,花生,产量,山西,1.72,万吨
2023,花生,产量,内蒙古,18.73,万吨
2023,花生,产量,辽宁,127.20,万吨
2023,花生,产量,吉林,86.31,万吨
2023,花生,产量,黑龙江,13.39,万吨
2023,花生,产量,上海,0.03,万吨
2023,花生,产量,江苏,40.71,万吨
2023,花生,产量,浙江,5.06,万吨
2023,花生,产量,安徽,73.27,万吨
2023,花生,产量,福建,22.99,万吨
2023,花生,产量,山东,276.81,万吨
2023,花生,产量,河南,638.86,万吨
2023,花生,产量,湖北,93.09,万吨
2023,花生,产量,湖南,32.22,万吨
2023,花生,产量,广东,119.54,万吨
2023,花生,产量,广西,75.49,万吨
2023,花生,产量,海南,7.86,万吨
2023,花生,产量,重庆,15.11,万吨
2023,花生,产量,四川,82.71,万吨
2023,花生,产量,贵州,10.40,万吨
2023,花生,产量,云南,9.21,万吨
2023,花生,产量,西藏,0.01,万吨
2023,花生,产量,陕西,11.54,万吨
2023,花生,产量,甘肃,0.06,万吨
2023,花生,产量,宁夏,0,万吨
2023,花生,产量,新疆,7.68,万吨
2023,花生,播种面积,全国,4797.84,千公顷
2023,花生,播种面积,北京,2.71,千公顷
2023,花生,播种面积,天津,0.62,千公顷
2023,花生,播种面积,山西,5.71,千公顷
2023,花生,播种面积,内蒙古,44.82,千公顷
2023,花生,播种面积,辽宁,317.28,千公顷
2023,花生,播种面积,吉林,226.89,千公顷
2023,花生,播种面积,黑龙江,27.80,千公顷
2023,花生,播种面积,上海,0.11,千公顷
2023,花生,播种面积,江苏,95.13,千公顷
2023,花生,播种面积,浙江,16.26,千公顷
2023,花生,播种面积,安徽,147.78,千公顷
2023,花生,播种面积,福建,75.50,千公顷
2023,花生,播种面积,江西,182.31,千公顷
2023,花生,播种面积,山东,613.25,千公顷
2023,花生,播种面积,河南,1307.04,千公顷
2023,花生,播种面积,湖北,256.18,千公顷
2023,花生,播种面积,湖南,118.90,千公顷
2023,花生,播种面积,广东,353.50,千公顷
2023,花生,播种面积,广西,232.98,千公顷
2023,花生,播种面积,海南,30.18,千公顷
2023,花生,播种面积,重庆,66.03,千公顷
2023,花生,播种面积,贵州,40.61,千公顷
2023,花生,播种面积,云南,45.31,千公顷
2023,花生,播种面积,西藏,0.03,千公顷
2023,花生,播种面积,陕西,37.03,千公顷
2023,花生,播种面积,甘肃,0.15,千公顷
2023,花生,播种面积,宁夏,0,千公顷
2023,花生,播种面积,新疆,14.81,千公顷
2023,苹果,产量,全国,4960.17,万吨
2023,苹果,产量,北京,2.98,万吨
2023,苹果,产量,天津,1.97,万吨
2023,苹果,产量,河北,269.59,万吨
2023,苹果,产量,山西,441.48,万吨
2023,苹果,产量,内蒙古,35.71,万吨
2023,苹果,产量,辽宁,288.90,万吨
2023,苹果,产量,吉林,8.58,万吨
2023,苹果,产量,黑龙江,14.10,万吨
2023,苹果,产量,江苏,57.34,万吨
2023,苹果,产量,安徽,36.82,万吨
2023,苹果,产量,山东,1039.82,万吨
2023,苹果,产量,湖北,0.24,万吨
2023,苹果,产量,重庆,0.55,万吨
2023,苹果,产量,四川,102.15,万吨
2023,苹果,产量,贵州,33.99,万吨
2023,苹果,产量,云南,74.77,万吨
2023,苹果,产量,西藏,0.95,万吨
2023,苹果,产量,陕西,1375.12,万吨
2023,苹果,产量,甘肃,511.87,万吨
2023,苹果,产量,青海,0.46,万吨
2023,苹果,产量,宁夏,24.45,万吨
2023,苹果,产量,新疆,215.96,万吨
2023,苹果园,种植面积,全国,1928.50,千公顷
2023,苹果园,种植面积,北京,4.10,千公顷
2023,苹果园,种植面积,天津,1.30,千公顷
2023,苹果园,种植面积,河北,111.10,千公顷
2023,苹果园,种植面积,山西,131.10,千公顷
2023,苹果园,种植面积,内蒙古,44.70,千公顷
2023,苹果园,种植面积,辽宁,130.70,千公顷
2023,苹果园,种植面积,吉林,7.40,千公顷
2023,苹果园,种植面积,江苏,26,千公顷
2023,苹果园,种植面积,安徽,10.70,千公顷
2023,苹果园,种植面积,山东,236.50,千公顷
2023,苹果园,种植面积,河南,100.81,千公顷
2023,苹果园,种植面积,湖北,0.50,千公顷
2023,苹果园,种植面积,重庆,0.60,千公顷
2023,苹果园,种植面积,四川,48.50,千公顷
2023,苹果园,种植面积,贵州,27.20,千公顷
2023,苹果园,种植面积,云南,57.70,千公顷
2023,苹果园,种植面积,西藏,2.90,千公顷
2023,苹果园,种植面积,陕西,615.30,千公顷
2023,苹果园,种植面积,甘肃,256.43,千公顷
2023,苹果园,种植面积,青海,0.60,千公顷
2023,苹果园,种植面积,宁夏,21.60,千公顷
2023,苹果园,种植面积,新疆,83,千公顷
2023,茶叶,产量,西藏,181.77,吨
2023,茶园,种植面积,全国,3430,千公顷
2023,茶园,种植面积,河北,0.02,千公顷
2023,茶园,种植面积,山西,1,千公顷
2023,茶园,种植面积,上海,0.16,千公顷
2023,茶园,种植面积,江苏,34,千公顷
2023,茶园,种植面积,浙江,210.70,千公顷
2023,茶园,种植面积,安徽,211.90,千公顷
2023,茶园,种植面积,福建,248.50,千公顷
2023,茶园,种植面积,江西,122.10,千公顷
2023,茶园,种植面积,山东,27.20,千公顷
2023,茶园,种植面积,河南,116.80,千公顷
2023,茶园,种植面积,湖北,383.10,千公顷
2023,茶园,种植面积,湖南,216.10,千公顷
2023,茶园,种植面积,广东,112.70,千公顷
2023,茶园,种植面积,广西,107.20,千公顷
2023,茶园,种植面积,海南,2.60,千公顷
2023,茶园,种植面积,重庆,56,千公顷
2023,茶园,种植面积,四川,414.40,千公顷
2023,茶园,种植面积,贵州,450,千公顷
2023,茶园,种植面积,云南,535.50,千公顷
2023,茶园,种植面积,西藏,3.80,千公顷
2023,茶园,种植面积,陕西,163.30,千公顷
2023,菠萝,产量,全国,2068000,吨
2023,菠萝,产量,福建,18000,吨
2023,菠萝,产量,广东,1320000,吨
2023,菠萝,产量,广西,38000,吨
2023,菠萝,产量,海南,560000,吨
2023,菠萝,产量,四川,1000,吨
2023,菠萝,产量,云南,132000,吨
2023,葡萄,产量,全国,1616.61,万吨
2023,葡萄,产量,北京,0.92,万吨
2023,葡萄,产量,天津,4.36,万吨
2023,葡萄,产量,河北,136.66,万吨
2023,葡萄,产量,山西,44.79,万吨
2023,葡萄,产量,内蒙古,4.76,万吨
2023,葡萄,产量,辽宁,89.47,万吨
2023,葡萄,产量,吉林,7.70,万吨
2023,葡萄,产量,黑龙江,8.12,万吨
2023,葡萄,产量,上海,3.59,万吨
2023,葡萄,产量,江苏,69.84,万吨
2023,葡萄,产量,浙江,76.22,万吨
2023,葡萄,产量,福建,25.42,万吨
2023,葡萄,产量,江西,11.94,万吨
2023,葡萄,产量,山东,126.31,万吨
2023,葡萄,产量,河南,91.44,万吨
2023,葡萄,产量,湖北,33.58,万吨
2023,葡萄,产量,湖南,28.87,万吨
2023,葡萄,产量,广西,74.74,万吨
2023,葡萄,产量,重庆,13.86,万吨
2023,葡萄,产量,四川,57.62,万吨
2023,葡萄,产量,贵州,43.97,万吨
2023,葡萄,产量,云南,109.72,万吨
2023,葡萄,产量,西藏,0.54,万吨
2023,葡萄,产量,陕西,93.14,万吨
2023,葡萄,产量,甘肃,26.94,万吨
2023,葡萄,产量,宁夏,19.92,万吨
2023,葡萄,产量,新疆,347.66,万吨
2023,葡萄园,种植面积,全国,696.20,千公顷
2023,葡萄园,种植面积,北京,1.30,千公顷
2023,葡萄园,种植面积,天津,2.10,千公顷
2023,葡萄园,种植面积,山西,16.80,千公顷
2023,葡萄园,种植面积,内蒙古,3.70,千公顷
2023,葡萄园,种植面积,辽宁,32.50,千公顷
2023,葡萄园,种植面积,吉林,4.10,千公顷
2023,葡萄园,种植面积,黑龙江,2.80,千公顷
2023,葡萄园,种植面积,上海,2.10,千公顷
2023,葡萄园,种植面积,江苏,34.20,千公顷
2023,葡萄园,种植面积,浙江,28.80,千公顷
2023,葡萄园,种植面积,安徽,25.90,千公顷
2023,葡萄园,种植面积,福建,11.20,千公顷
2023,葡萄园,种植面积,江西,9.20,千公顷
2023,葡萄园,种植面积,山东,35.50,千公顷
2023,葡萄园,种植面积,河南,35.87,千公顷
2023,葡萄园,种植面积,湖北,16.70,千公顷
2023,葡萄园,种植面积,湖南,28.70,千公顷
2023,葡萄园,种植面积,广西,32.10,千公顷
2023,葡萄园,种植面积,重庆,9.80,千公顷
2023,葡萄园,种植面积,四川,37.10,千公顷
2023,葡萄园,种植面积,贵州,25.50,千公顷
2023,葡萄园,种植面积,西藏,1.10,千公顷
2023,葡萄园,种植面积,陕西,51.20,千公顷
2023,葡萄园,种植面积,甘肃,14.92,千公顷
2023,葡萄园,种植面积,宁夏,31.46,千公顷
2023,葡萄园,种植面积,新疆,118.80,千公顷
2023,蔬菜,产量,全国,82868.11,万吨
2023,蔬菜,产量,北京,207.50,万吨
2023,蔬菜,产量,天津,253.70,万吨
2023,蔬菜,产量,河北,5498,万吨
2023,蔬菜,产量,山西,1065.90,万吨
2023,蔬菜,产量,内蒙古,1097.10,万吨
2023,蔬菜,产量,辽宁,2139.70,万吨
2023,蔬菜,产量,吉林,540,万吨
2023,蔬菜,产量,黑龙江,870.50,万吨
2023,蔬菜,产量,上海,254.80,万吨
2023,蔬菜,产量,江苏,6135.60,万吨
2023,蔬菜,产量,浙江,1992.50,万吨
2023,蔬菜,产量,安徽,2630.10,万吨
2023,蔬菜,产量,福建,1804.80,万吨
2023,蔬菜,产量,山东,9272.40,万吨
2023,蔬菜,产量,河南,8045.60,万吨
2023,蔬菜,产量,湖北,4502.70,万吨
2023,蔬菜,产量,湖南,4488.80,万吨
2023,蔬菜,产量,广东,4099.30,万吨
2023,蔬菜,产量,广西,4425,万吨
2023,蔬菜,产量,海南,632.90,万吨
2023,蔬菜,产量,重庆,2362.01,万吨
2023,蔬菜,产量,贵州,3470,万吨
2023,蔬菜,产量,云南,2960.83,万吨
2023,蔬菜,产量,西藏,88.39,万吨
2023,蔬菜,产量,陕西,2151.20,万吨
2023,蔬菜,产量,甘肃,1822.60,万吨
2023,蔬菜,产量,青海,158.50,万吨
2023,蔬菜,产量,宁夏,544.54,万吨
2023,蔬菜,产量,新疆,2074.20,万吨
2023,蔬菜,播种面积,全国,22873.46,千公顷
2023,蔬菜,播种面积,北京,51.49,千公顷
2023,蔬菜,播种面积,天津,55,千公顷
2023,蔬菜,播种面积,山西,227.05,千公顷
2023,蔬菜,播种面积,内蒙古,218.70,千公顷
2023,蔬菜,播种面积,辽宁,343.50,千公顷
2023,蔬菜,播种面积,吉林,142.20,千公顷
2023,蔬菜,播种面积,黑龙江,193.92,千公顷
2023,蔬菜,播种面积,上海,85.62,千公顷
2023,蔬菜,播种面积,江苏,1484.34,千公顷
2023,蔬菜,播种面积,浙江,671.35,千公顷
2023,蔬菜,播种面积,安徽,787.24,千公顷
2023,蔬菜,播种面积,福建,641.01,千公顷
2023,蔬菜,播种面积,江西,713.80,千公顷
2023,蔬菜,播种面积,山东,1578.92,千公顷
2023,蔬菜,播种面积,河南,1799.40,千公顷
2023,蔬菜,播种面积,湖北,1358.29,千公顷
2023,蔬菜,播种面积,湖南,1433.54,千公顷
2023,蔬菜,播种面积,广东,1453.73,千公顷
2023,蔬菜,播种面积,广西,1704.96,千公顷
2023,蔬菜,播种面积,海南,275.70,千公顷
2023,蔬菜,播种面积,重庆,828.96,千公顷
2023,蔬菜,播种面积,贵州,1437.42,千公顷
2023,蔬菜,播种面积,云南,1339.05,千公顷
2023,蔬菜,播种面积,西藏,28.69,千公顷
2023,蔬菜,播种面积,陕西,558.33,千公顷
2023,蔬菜,播种面积,甘肃,485.72,千公顷
2023,蔬菜,播种面积,青海,43.84,千公顷
2023,蔬菜,播种面积,宁夏,133.65,千公顷
2023,蔬菜,播种面积,新疆,371.40,千公顷
2023,薯类,产量,全国,3013.88,万吨
2023,薯类,产量,北京,1.18,万吨
2023,薯类,产量,天津,1.69,万吨
2023,薯类,产量,河北,154.13,万吨
2023,薯类,产量,山西,60.37,万吨
2023,薯类,产量,内蒙古,130.11,万吨
2023,薯类,产量,辽宁,23.94,万吨
2023,薯类,产量,吉林,17.95,万吨
2023,薯类,产量,黑龙江,14.72,万吨
2023,薯类,产量,上海,0.07,万吨
2023,薯类,产量,江苏,22.35,万吨
2023,薯类,产量,安徽,20.40,万吨
2023,薯类,产量,福建,86.08,万吨
2023,薯类,产量,江西,58.96,万吨
2023,薯类,产量,山东,107.68,万吨
2023,薯类,产量,河南,118.62,万吨
2023,薯类,产量,湖北,111.06,万吨
2023,薯类,产量,湖南,100.65,万吨
2023,薯类,产量,广东,109.88,万吨
2023,薯类,产量,广西,55.24,万吨
2023,薯类,产量,海南,17.96,万吨
2023,薯类,产量,重庆,283.67,万吨
2023,薯类,产量,四川,526.52,万吨
2023,薯类,产量,贵州,282.83,万吨
2023,薯类,产量,云南,241.27,万吨
2023,薯类,产量,西藏,0.43,万吨
2023,薯类,产量,陕西,118.36,万吨
2023,薯类,产量,甘肃,222.10,万吨
2023,薯类,产量,青海,29.82,万吨
2023,薯类,产量,宁夏,29.99,万吨
2023,薯类,播种面积,全国,7048.02,千公顷
2023,薯类,播种面积,北京,2.07,千公顷
2023,薯类,播种面积,天津,2.25,千公顷
2023,薯类,播种面积,河北,232.99,千公顷
2023,薯类,播种面积,山西,179.40,千公顷
2023,薯类,播种面积,内蒙古,247.37,千公顷
2023,薯类,播种面积,辽宁,54.10,千公顷
2023,薯类,播种面积,吉林,28.06,千公顷
2023,薯类,播种面积,黑龙江,29.71,千公顷
2023,薯类,播种面积,上海,0.10,千公顷
2023,薯类,播种面积,江苏,33.42,千公顷
2023,薯类,播种面积,浙江,79.31,千公顷
2023,薯类,播种面积,安徽,64.78,千公顷
2023,薯类,播种面积,福建,156.28,千公顷
2023,薯类,播种面积,江西,154.82,千公顷
2023,薯类,播种面积,山东,125.73,千公顷
2023,薯类,播种面积,河南,201.33,千公顷
2023,薯类,播种面积,湖北,331.63,千公顷
2023,薯类,播种面积,湖南,189.39,千公顷
2023,薯类,播种面积,广西,269.79,千公顷
2023,薯类,播种面积,海南,40.63,千公顷
2023,薯类,播种面积,重庆,653.45,千公顷
2023,薯类,播种面积,四川,1205.80,千公顷
2023,薯类,播种面积,贵州,869.63,千公顷
2023,薯类,播种面积,云南,613.36,千公顷
2023,薯类,播种面积,西藏,1.47,千公顷
2023,薯类,播种面积,陕西,322.50,千公顷
2023,薯类,播种面积,甘肃,568.59,千公顷
2023,薯类,播种面积,青海,67.81,千公顷
2023,薯类,播种面积,宁夏,77.44,千公顷
2023,薯类,播种面积,新疆,24.45,千公顷
2023,蚕茧,产量,全国,834000,吨
2023,谷物,产量,全国,64143.01,万吨
2023,谷物,产量,北京,45.62,万吨
2023,谷物,产量,天津,252.71,万吨
2023,谷物,产量,河北,3625.99,万吨
2023,谷物,产量,山西,1393.41,万吨
2023,谷物,产量,内蒙古,3572,万吨
2023,谷物,产量,吉林,4086.97,万吨
2023,谷物,产量,黑龙江,6837.09,万吨
2023,谷物,产量,上海,101.65,万吨
2023,谷物,产量,江苏,3695.56,万吨
2023,谷物,产量,浙江,567.46,万吨
2023,谷物,产量,安徽,4026.67,万吨
2023,谷物,产量,福建,412.42,万吨
2023,谷物,产量,江西,2101.96,万吨
2023,谷物,产量,山东,5482.65,万吨
2023,谷物,产量,河南,6409.76,万吨
2023,谷物,产量,湖北,2618.61,万吨
2023,谷物,产量,湖南,2919.88,万吨
2023,谷物,产量,广东,1162.94,万吨
2023,谷物,产量,广西,1312.36,万吨
2023,谷物,产量,海南,128.12,万吨
2023,谷物,产量,重庆,765.79,万吨
2023,谷物,产量,四川,2904.16,万吨
2023,谷物,产量,贵州,791.26,万吨
2023,谷物,产量,云南,1628.60,万吨
2023,谷物,产量,陕西,1166.52,万吨
2023,谷物,产量,甘肃,1014.31,万吨
2023,谷物,产量,青海,82.74,万吨
2023,谷物,产量,宁夏,345.05,万吨
2023,谷物,产量,新疆,2072.95,万吨
2023,谷物,播种面积,全国,99926.36,千公顷
2023,谷物,播种面积,北京,82.93,千公顷
2023,谷物,播种面积,天津,381.96,千公顷
2023,谷物,播种面积,河北,6083.31,千公顷
2023,谷物,播种面积,山西,2831.29,千公顷
2023,谷物,播种面积,内蒙古,5417.94,千公顷
2023,谷物,播种面积,辽宁,3395.77,千公顷
2023,谷物,播种面积,吉林,5425.28,千公顷
2023,谷物,播种面积,黑龙江,9762.64,千公顷
2023,谷物,播种面积,上海,126.46,千公顷
2023,谷物,播种面积,江苏,5135.07,千公顷
2023,谷物,播种面积,浙江,838.44,千公顷
2023,谷物,播种面积,安徽,6594.37,千公顷
2023,谷物,播种面积,福建,641.17,千公顷
2023,谷物,播种面积,山东,8026.17,千公顷
2023,谷物,播种面积,河南,10180.95,千公顷
2023,谷物,播种面积,湖北,4103.53,千公顷
2023,谷物,播种面积,湖南,4395.93,千公顷
2023,谷物,播种面积,广东,1963.56,千公顷
2023,谷物,播种面积,广西,2396.32,千公顷
2023,谷物,播种面积,海南,228.68,千公顷
2023,谷物,播种面积,重庆,1149.11,千公顷
2023,谷物,播种面积,四川,4473.17,千公顷
2023,谷物,播种面积,贵州,1534.95,千公顷
2023,谷物,播种面积,云南,3126.63,千公顷
2023,谷物,播种面积,西藏,188.40,千公顷
2023,谷物,播种面积,陕西,2477.34,千公顷
2023,谷物,播种面积,甘肃,1985.72,千公顷
2023,谷物,播种面积,青海,222.67,千公顷
2023,谷物,播种面积,宁夏,586.38,千公顷
2023,谷物,播种面积,新疆,2706.46,千公顷
2023,豆类,产量,全国,2384.10,万吨
2023,豆类,产量,北京,0.98,万吨
2023,豆类,产量,河北,29.81,万吨
2023,豆类,产量,山西,24.31,万吨
2023,豆类,产量,内蒙古,255.72,万吨
2023,豆类,产量,辽宁,29,万吨
2023,豆类,产量,吉林,81.59,万吨
2023,豆类,产量,黑龙江,936.41,万吨
2023,豆类,产量,上海,0.14,万吨
2023,豆类,产量,江苏,79.79,万吨
2023,豆类,产量,浙江,28.76,万吨
2023,豆类,产量,安徽,103.68,万吨
2023,豆类,产量,福建,12.47,万吨
2023,豆类,产量,江西,37.39,万吨
2023,豆类,产量,山东,64.95,万吨
2023,豆类,产量,河南,95.90,万吨
2023,豆类,产量,湖北,47.38,万吨
2023,豆类,产量,湖南,47.48,万吨
2023,豆类,产量,广东,12.37,万吨
2023,豆类,产量,广西,27.76,万吨
2023,豆类,产量,海南,0.93,万吨
2023,豆类,产量,四川,163.09,万吨
2023,豆类,产量,贵州,45.59,万吨
2023,豆类,产量,云南,104.13,万吨
2023,豆类,产量,西藏,1.07,万吨
2023,豆类,产量,陕西,38.78,万吨
2023,豆类,产量,甘肃,36.49,万吨
2023,豆类,产量,青海,3.67,万吨
2023,豆类,产量,宁夏,3.76,万吨
2023,豆类,产量,新疆,22.94,万吨
2023,豆类,播种面积,全国,11994.16,千公顷
2023,豆类,播种面积,北京,4.47,千公顷
2023,豆类,播种面积,天津,5.82,千公顷
2023,豆类,播种面积,河北,138.90,千公顷
2023,豆类,播种面积,山西,150.27,千公顷
2023,豆类,播种面积,内蒙古,1319.42,千公顷
2023,豆类,播种面积,辽宁,128.52,千公顷
2023,豆类,播种面积,吉林,372.28,千公顷
2023,豆类,播种面积,黑龙江,4950.74,千公顷
2023,豆类,播种面积,上海,0.61,千公顷
2023,豆类,播种面积,浙江,106.93,千公顷
2023,豆类,播种面积,安徽,675.31,千公顷
2023,豆类,播种面积,福建,43.65,千公顷
2023,豆类,播种面积,江西,155.70,千公顷
2023,豆类,播种面积,山东,236,千公顷
2023,豆类,播种面积,河南,403.01,千公顷
2023,豆类,播种面积,湖北,271.81,千公顷
2023,豆类,播种面积,湖南,178.17,千公顷
2023,豆类,播种面积,广东,45.60,千公顷
2023,豆类,播种面积,广西,168.61,千公顷
2023,豆类,播种面积,海南,4.28,千公顷
2023,豆类,播种面积,重庆,223.36,千公顷
2023,豆类,播种面积,四川,725,千公顷
2023,豆类,播种面积,贵州,369.22,千公顷
2023,豆类,播种面积,云南,503.23,千公顷
2023,豆类,播种面积,西藏,4.71,千公顷
2023,豆类,播种面积,陕西,223.13,千公顷
2023,豆类,播种面积,甘肃,156.63,千公顷
2023,豆类,播种面积,青海,14.42,千公顷
2023,豆类,播种面积,新疆,93.85,千公顷
2023,青茶,产量,全国,359000,吨
2023,青茶,产量,福建,283000,吨
2023,青茶,产量,江西,1000,吨
2023,青茶,产量,湖北,1000,吨
2023,青茶,产量,湖南,1000,吨
2023,青茶,产量,广东,66000,吨
2023,青茶,产量,广西,1000,吨
2023,青茶,产量,四川,5000,吨
2023,青茶,产量,云南,1000,吨
2023,香蕉,产量,全国,11703000,吨
2023,香蕉,产量,全国,1170.28,万吨
2023,香蕉,产量,山西,1.30,吨
2023,香蕉,产量,浙江,0,吨
2023,香蕉,产量,福建,508000,吨
2023,香蕉,产量,福建,50.83,万吨
